001	2018-04-01	ДА
001	2018-04-01	ДА	ЛФ Курляндская группа войск
001	2018-04-01	ДА	ЛФ Курляндская группа войск	1 ударная армия
060	2018-04-01	ДА	1 УФ	1 гв. кк
060	2018-04-01	ДА	1 УФ	1 гв. кд
060	2018-04-01	ДА	1 УФ	2 гв. кд
060	2018-04-01	ДА	1 УФ	7 гв. кд
060	2018-04-01	ДА	1 УФ	143 гв. иптап
060	2018-04-01	ДА	1 УФ	49 гв. оминдн
060	2018-04-01	ДА	1 УФ	319 зенап
060	2018-04-01	ДА	1 УФ	7 ак 
060	2018-04-01	ДА	1 УФ	624 орадн
060	2018-04-01	ДА	1 УФ	17 ад 
060	2018-04-01	ДА	1 УФ	37 лабр
060	2018-04-01	ДА	1 УФ	50 габр
060	2018-04-01	ДА	1 УФ	108 габр БМ
060	2018-04-01	ДА	1 УФ	14 гв. орадн
060	2018-04-01	ДА	1 УФ	53 иптабр
060	2018-04-01	ДА	1 УФ	1497 иптап
060	2018-04-01	ДА	1 УФ	35 минбр
060	2018-04-01	ДА	1 УФ	1288 зенап
060	2018-04-01	ДА	1 УФ	1678 зенап
060	2018-04-01	ДА	1 УФ	332 озадн
060	2018-04-01	ДА	1 УФ	16 тбр
060	2018-04-01	ДА	1 УФ	356 гв.
060	2018-04-01	ДА	1 УФ	416 гв.
060	2018-04-01	ДА	1 УФ	1295 сап
060	2018-04-01	ДА	1 УФ	1976 сап
060	2018-04-01	ДА	1 УФ	1977 сап
060	2018-04-01	ДА	1 УФ	45 одн брп
060	2018-04-01	ДА	1 УФ	49 одн брп
060	2018-04-01	ДА	1 УФ	58 одн брп
060	2018-04-01	ДА	1 УФ	1002 апс
060	2018-04-01	ДА	1 УФ	23 мшисбр
060	2018-04-01	ДА	1 УФ	6 пмбр
060	2018-04-01	ДА	1 УФ	78 шисб
060	2018-04-01	ДА	1 УФ	159 мпмб
060	2018-04-01	ДА	1 УФ	70 оибми
061	2018-04-01	ДА	2 польская армия
061	2018-04-01	ДА	2 польская армия	3 зенад
061	2018-04-01	ДА	2 польская армия	61 зенап
061	2018-04-01	ДА	2 польская армия	66 зенап
061	2018-04-01	ДА	2 польская армия	69 зенап
061	2018-04-01	ДА	2 польская армия	75 зенап
061	2018-04-01	ДА	2 польская армия	1 тк 
061	2018-04-01	ДА	2 польская армия	2 тбр
061	2018-04-01	ДА	2 польская армия	3 тбр
061	2018-04-01	ДА	2 польская армия	4 тбр
061	2018-04-01	ДА	2 польская армия	24 сап
061	2018-04-01	ДА	2 польская армия	25 сап
061	2018-04-01	ДА	2 польская армия	27 сап
061	2018-04-01	ДА	2 польская армия	2 минп
061	2018-04-01	ДА	2 польская армия	28 сап
061	2018-04-01	ДА	2 польская армия	4 исбр
062	2018-04-01	ДА	Отдельные части
062	2018-04-01	ДА	Отдельные части	2 ад
062	2018-04-01	ДА	Отдельные части	6 лабр
062	2018-04-01	ДА	Отдельные части	7 габр
063	2018-04-01	ДА	4 УФ
063	2018-04-01	ДА	4 УФ	1 гвардейская армия
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	3 гск
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	128 гв.
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	318 гсд
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	11 ск 
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	30 сд
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	226 сд
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	276 сд
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	67 ск 
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	81 сд
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	211 сд
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	340 сд
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	107 ск 
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	129 гв.
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	237 сд
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	161 сд
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	24 гв. пабр
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	93 гв. кап
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	839 гап
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	4 гв.
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	317 гв.
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	1646 иптап
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	195 горно
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	196 горно
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	494 горно
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	144 минп
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	525 минп
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	618 минп
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	1067 зенап
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	1356 зенап
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	1362 зенап
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	1368 зенап
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	713 сап
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	1498 сап
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	1666 сап
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	6 исбр
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	50 мпмб
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	9 ооб
063	2018-04-01	ДА	4 УФ	1 гвардейская армия	26 ооб
064	2018-04-01	ДА	4 УФ	18 армия
064	2018-04-01	ДА	4 УФ	18 армия	17 гв. ск
064	2018-04-01	ДА	4 УФ	18 армия	8 сд
064	2018-04-01	ДА	4 УФ	18 армия	138 сд
064	2018-04-01	ДА	4 УФ	18 армия	159 УР
064	2018-04-01	ДА	4 УФ	18 армия	146 пабр
064	2018-04-01	ДА	4 УФ	18 армия	477 горно
064	2018-04-01	ДА	4 УФ	18 армия	281 минп
064	2018-04-01	ДА	4 УФ	18 армия	108 гв. сап
064	2018-04-01	ДА	4 УФ	18 армия	9 исбр
064	2018-04-01	ДА	4 УФ	18 армия	179 орро
064	2018-04-01	ДА	4 УФ	18 армия	180 орро
065	2018-04-01	ДА	4 УФ	38 армия
065	2018-04-01	ДА	4 УФ	38 армия	52 ск
065	2018-04-01	ДА	4 УФ	38 армия	121 сд
065	2018-04-01	ДА	4 УФ	38 армия	241 сд
065	2018-04-01	ДА	4 УФ	38 армия	305 сд
065	2018-04-01	ДА	4 УФ	38 армия	95 ск 
065	2018-04-01	ДА	4 УФ	38 армия	2 гв. вдд
065	2018-04-01	ДА	4 УФ	38 армия	351 сд
065	2018-04-01	ДА	4 УФ	38 армия	101 ск 
065	2018-04-01	ДА	4 УФ	38 армия	70 гв.
065	2018-04-01	ДА	4 УФ	38 армия	183 сд
065	2018-04-01	ДА	4 УФ	38 армия	126 лгск 
065	2018-04-01	ДА	4 УФ	38 армия	31 гсбр
065	2018-04-01	ДА	4 УФ	38 армия	32 гсбр
065	2018-04-01	ДА	4 УФ	38 армия	72 гсбр
065	2018-04-01	ДА	4 УФ	38 армия	127 лгск 
065	2018-04-01	ДА	4 УФ	38 армия	3 гсбр
065	2018-04-01	ДА	4 УФ	38 армия	69 гсбр
065	2018-04-01	ДА	4 УФ	38 армия	70 гсбр
065	2018-04-01	ДА	4 УФ	38 армия	24 адп 
065	2018-04-01	ДА	4 УФ	38 армия	174 лабр
065	2018-04-01	ДА	4 УФ	38 армия	180 тгабр
065	2018-04-01	ДА	4 УФ	38 армия	40 минбр
065	2018-04-01	ДА	4 УФ	38 армия	34 гв. мбр
065	2018-04-01	ДА	4 УФ	38 армия	135 пабр
065	2018-04-01	ДА	4 УФ	38 армия	905 горно
065	2018-04-01	ДА	4 УФ	38 армия	6 иптабр
065	2018-04-01	ДА	4 УФ	38 армия	1642 иптап
065	2018-04-01	ДА	4 УФ	38 армия	1663 иптап
065	2018-04-01	ДА	4 УФ	38 армия	1672 иптап
065	2018-04-01	ДА	4 УФ	38 армия	253 горно
065	2018-04-01	ДА	4 УФ	38 армия	496 горно
065	2018-04-01	ДА	4 УФ	38 армия	276 минп
065	2018-04-01	ДА	4 УФ	38 армия	491 минп
065	2018-04-01	ДА	4 УФ	38 армия	16 гв. мп
065	2018-04-01	ДА	4 УФ	38 армия	83 гв. мп
065	2018-04-01	ДА	4 УФ	38 армия	223 зенап
065	2018-04-01	ДА	4 УФ	38 армия	416 зенап
065	2018-04-01	ДА	4 УФ	38 армия	447 зенап
065	2018-04-01	ДА	4 УФ	38 армия	591 зенап
065	2018-04-01	ДА	4 УФ	38 армия	5 гв. тбр
065	2018-04-01	ДА	4 УФ	38 армия	31 гв. тбр
065	2018-04-01	ДА	4 УФ	38 армия	12 гв. тпп
065	2018-04-01	ДА	4 УФ	38 армия	1511 сап
065	2018-04-01	ДА	4 УФ	38 армия	4 горн. исбр
066	2018-04-01	ДА	4 УФ	8 воздушная армия
066	2018-04-01	ДА	4 УФ	8 воздушная армия	8 шак
066	2018-04-01	ДА	4 УФ	8 воздушная армия	224 шад
066	2018-04-01	ДА	4 УФ	8 воздушная армия	227 шад
066	2018-04-01	ДА	4 УФ	8 воздушная армия	10 иак 
066	2018-04-01	ДА	4 УФ	8 воздушная армия	10 гв. иад
066	2018-04-01	ДА	4 УФ	8 воздушная армия	15 гв. иад
066	2018-04-01	ДА	4 УФ	8 воздушная армия	8 рап
066	2018-04-01	ДА	4 УФ	8 воздушная армия	678 трап
066	2018-04-01	ДА	4 УФ	8 воздушная армия	200 апс
067	2018-04-01	ДА	4 УФ	27 гв. мбр
067	2018-04-01	ДА	4 УФ	96 гв. мп
067	2018-04-01	ДА	4 УФ	329 гв. мп
067	2018-04-01	ДА	4 УФ	3 гв. горно
067	2018-04-01	ДА	4 УФ	1485 зенап
067	2018-04-01	ДА	4 УФ	104 озадн
067	2018-04-01	ДА	4 УФ	1 гв. ттп
067	2018-04-01	ДА	4 УФ	15 шисбр
067	2018-04-01	ДА	4 УФ	38 ооб
068	2018-04-01	ДА	2 УФ
068	2018-04-01	ДА	2 УФ	7 гвардейская армия
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	24 гв. ск
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	6 гв. вдд
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	81 гв.
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	25 гв. ск 
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	4 гв. вдд
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	409 сд
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	27 гв. ск 
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	93 гв.
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	375 сд
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	16 адп 
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	49 лабр
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	52 габр
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	109 габр БМ
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	41 гв. пабр
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	114 гв. иптап
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	115 гв. иптап
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	290 минп
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	493 минп
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	670 зенап
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	743 зенап
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	1119 зенап
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	1181 зенап
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	26 зенад 
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	1352 зенап
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	1357 зенап
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	1363 зенап
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	1369 зенап
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	27 гв. тбр
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	60 исбр
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	3 ооб
068	2018-04-01	ДА	2 УФ	7 гвардейская армия	27 ооб
069	2018-04-01	ДА	2 УФ	40 армия
069	2018-04-01	ДА	2 УФ	40 армия	51 ск
069	2018-04-01	ДА	2 УФ	40 армия	133 сд
069	2018-04-01	ДА	2 УФ	40 армия	240 сд
069	2018-04-01	ДА	2 УФ	40 армия	54 УР
069	2018-04-01	ДА	2 УФ	40 армия	153 пабр
069	2018-04-01	ДА	2 УФ	40 армия	680 иптап
069	2018-04-01	ДА	2 УФ	40 армия	492 минп
069	2018-04-01	ДА	2 УФ	40 армия	34 одн брп
069	2018-04-01	ДА	2 УФ	40 армия	4 исбр
069	2018-04-01	ДА	2 УФ	40 армия	4 ооб
069	2018-04-01	ДА	2 УФ	40 армия	21 ооб
070	2018-04-01	ДА	2 УФ	46 армия
070	2018-04-01	ДА	2 УФ	46 армия	10 гв. ск
070	2018-04-01	ДА	2 УФ	46 армия	49 гв.
070	2018-04-01	ДА	2 УФ	46 армия	86 гв.
070	2018-04-01	ДА	2 УФ	46 армия	18 гв. ск 
070	2018-04-01	ДА	2 УФ	46 армия	109 гв.
070	2018-04-01	ДА	2 УФ	46 армия	317 сд
070	2018-04-01	ДА	2 УФ	46 армия	23 ск 
070	2018-04-01	ДА	2 УФ	46 армия	19 сд
070	2018-04-01	ДА	2 УФ	46 армия	223 сд
070	2018-04-01	ДА	2 УФ	46 армия	252 сд
070	2018-04-01	ДА	2 УФ	46 армия	68 ск 
070	2018-04-01	ДА	2 УФ	46 армия	53 сд
070	2018-04-01	ДА	2 УФ	46 армия	99 сд
070	2018-04-01	ДА	2 УФ	46 армия	75 ск 
070	2018-04-01	ДА	2 УФ	46 армия	59 сд
070	2018-04-01	ДА	2 УФ	46 армия	180 сд
070	2018-04-01	ДА	2 УФ	46 армия	9 ак
070	2018-04-01	ДА	2 УФ	46 армия	5 гв. адп 
070	2018-04-01	ДА	2 УФ	46 армия	71 лабр
070	2018-04-01	ДА	2 УФ	46 армия	67 габр
070	2018-04-01	ДА	2 УФ	46 армия	18 гв. габр БМ
070	2018-04-01	ДА	2 УФ	46 армия	30 адп 
070	2018-04-01	ДА	2 УФ	46 армия	185 лабр
070	2018-04-01	ДА	2 УФ	46 армия	192 тгабр
070	2018-04-01	ДА	2 УФ	46 армия	45 минбр
070	2018-04-01	ДА	2 УФ	46 армия	37 гв. мбр
070	2018-04-01	ДА	2 УФ	46 армия	6 гв. орадн
070	2018-04-01	ДА	2 УФ	46 армия	92 гв. кап
070	2018-04-01	ДА	2 УФ	46 армия	22 иптабр
070	2018-04-01	ДА	2 УФ	46 армия	462 минп
070	2018-04-01	ДА	2 УФ	46 армия	804 зенап
070	2018-04-01	ДА	2 УФ	46 армия	976 зенап
070	2018-04-01	ДА	2 УФ	46 армия	987 зенап
070	2018-04-01	ДА	2 УФ	46 армия	996 зенап
070	2018-04-01	ДА	2 УФ	46 армия	1651 зенап
070	2018-04-01	ДА	2 УФ	46 армия	2 гв. мк 
070	2018-04-01	ДА	2 УФ	46 армия	4 гв. мехбр
070	2018-04-01	ДА	2 УФ	46 армия	5 гв. мехбр
070	2018-04-01	ДА	2 УФ	46 армия	6 гв. мехбр
070	2018-04-01	ДА	2 УФ	46 армия	30 гв. ттп
070	2018-04-01	ДА	2 УФ	46 армия	1509 сап
070	2018-04-01	ДА	2 УФ	46 армия	524 минп
070	2018-04-01	ДА	2 УФ	46 армия	159 зенап
070	2018-04-01	ДА	2 УФ	46 армия	23 тк 
070	2018-04-01	ДА	2 УФ	46 армия	3 тбр
070	2018-04-01	ДА	2 УФ	46 армия	39 тбр
070	2018-04-01	ДА	2 УФ	46 армия	135 тбр
070	2018-04-01	ДА	2 УФ	46 армия	1669 лап
070	2018-04-01	ДА	2 УФ	46 армия	1501 иптап
070	2018-04-01	ДА	2 УФ	46 армия	457 минп
070	2018-04-01	ДА	2 УФ	46 армия	1697 зенап
070	2018-04-01	ДА	2 УФ	46 армия	1505 сап
070	2018-04-01	ДА	2 УФ	46 армия	1897 сап
070	2018-04-01	ДА	2 УФ	46 армия	51 исбр
070	2018-04-01	ДА	2 УФ	46 армия	176 орро
071	2018-04-01	ДА	2 УФ	53 армия
071	2018-04-01	ДА	2 УФ	53 армия	49 ск
071	2018-04-01	ДА	2 УФ	53 армия	110 гв.
071	2018-04-01	ДА	2 УФ	53 армия	228 сд
071	2018-04-01	ДА	2 УФ	53 армия	57 ск 
071	2018-04-01	ДА	2 УФ	53 армия	1 гв. вдд
071	2018-04-01	ДА	2 УФ	53 армия	243 сд
071	2018-04-01	ДА	2 УФ	53 армия	11 ад 
071	2018-04-01	ДА	2 УФ	53 армия	31 лабр
071	2018-04-01	ДА	2 УФ	53 армия	40 габр
071	2018-04-01	ДА	2 УФ	53 армия	152 пабр
071	2018-04-01	ДА	2 УФ	53 армия	52 иптабр
071	2018-04-01	ДА	2 УФ	53 армия	461 минп
071	2018-04-01	ДА	2 УФ	53 армия	1354 зенап
071	2018-04-01	ДА	2 УФ	53 армия	1358 зенап
071	2018-04-01	ДА	2 УФ	53 армия	1364 зенап
071	2018-04-01	ДА	2 УФ	53 армия	1370 зенап
071	2018-04-01	ДА	2 УФ	53 армия	25 отп
071	2018-04-01	ДА	2 УФ	53 армия	54 исбр
072	2018-04-01	ДА	2 УФ	5 воздушная армия
072	2018-04-01	ДА	2 УФ	5 воздушная армия	3 гв. шак
072	2018-04-01	ДА	2 УФ	5 воздушная армия	7 гв. шад
072	2018-04-01	ДА	2 УФ	5 воздушная армия	12 гв. шад
072	2018-04-01	ДА	2 УФ	5 воздушная армия	5 шак 
072	2018-04-01	ДА	2 УФ	5 воздушная армия	4 гв.
072	2018-04-01	ДА	2 УФ	5 воздушная армия	331 иад
072	2018-04-01	ДА	2 УФ	5 воздушная армия	3 гв. иак 
072	2018-04-01	ДА	2 УФ	5 воздушная армия	13 гв. иад
072	2018-04-01	ДА	2 УФ	5 воздушная армия	14 гв. иад
072	2018-04-01	ДА	2 УФ	5 воздушная армия	312 нбад
072	2018-04-01	ДА	2 УФ	5 воздушная армия	279 иад
072	2018-04-01	ДА	2 УФ	5 воздушная армия	207 крап
072	2018-04-01	ДА	2 УФ	5 воздушная армия	5 апс
073	2018-04-01	ДА	2 УФ	1 гвардейская конно-механизированная группа
073	2018-04-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	4 гв. кк
073	2018-04-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	9 гв.
073	2018-04-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	10 гв.
073	2018-04-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	1815 сап
073	2018-04-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	4 гв. оиптдн
073	2018-04-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	12 гв. мп
073	2018-04-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	6 гв. кк 
073	2018-04-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	8 гв.
073	2018-04-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	13 гв.
073	2018-04-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	1813 сап
073	2018-04-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	6 гв. оиптдн
073	2018-04-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	11 гв. мп
073	2018-04-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	34 иптабр
073	2018-04-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	309 гв. мп
073	2018-04-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	5 горн. исбр
073	2018-04-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	127 пмб
074	2018-04-01	ДА	2 УФ	50 ск
074	2018-04-01	ДА	2 УФ	42 гв.
074	2018-04-01	ДА	2 УФ	38 сд
074	2018-04-01	ДА	2 УФ	387 сд
074	2018-04-01	ДА	2 УФ	30 иптабр
074	2018-04-01	ДА	2 УФ	51 иптабр
074	2018-04-01	ДА	2 УФ	8 гв. мбр
074	2018-04-01	ДА	2 УФ	33 гв. мбр
074	2018-04-01	ДА	2 УФ	17 гв. мп
074	2018-04-01	ДА	2 УФ	47 гв. мп
074	2018-04-01	ДА	2 УФ	48 гв. мп
074	2018-04-01	ДА	2 УФ	66 гв. мп
074	2018-04-01	ДА	2 УФ	302 гв. мп
074	2018-04-01	ДА	2 УФ	324 гв. мп
074	2018-04-01	ДА	2 УФ	1361 зенап
074	2018-04-01	ДА	2 УФ	1367 зенап
074	2018-04-01	ДА	2 УФ	1373 зенап
074	2018-04-01	ДА	2 УФ	1375 зенап
074	2018-04-01	ДА	2 УФ	38 зенад 
074	2018-04-01	ДА	2 УФ	1401 зенап
074	2018-04-01	ДА	2 УФ	1405 зенап
074	2018-04-01	ДА	2 УФ	1409 зенап
074	2018-04-01	ДА	2 УФ	1712 зенап
074	2018-04-01	ДА	2 УФ	225 гв.
074	2018-04-01	ДА	2 УФ	272 гв.
074	2018-04-01	ДА	2 УФ	4 гв. мк 
074	2018-04-01	ДА	2 УФ	13 гв. мехбр
074	2018-04-01	ДА	2 УФ	14 гв. мехбр
074	2018-04-01	ДА	2 УФ	15 гв. мехбр
074	2018-04-01	ДА	2 УФ	292 гв. сап
074	2018-04-01	ДА	2 УФ	62 мцб
074	2018-04-01	ДА	2 УФ	527 минп
074	2018-04-01	ДА	2 УФ	740 зенап
074	2018-04-01	ДА	2 УФ	25 одн брп
074	2018-04-01	ДА	2 УФ	61 одн брп
074	2018-04-01	ДА	2 УФ	85 санап
074	2018-04-01	ДА	2 УФ	1001 санап
074	2018-04-01	ДА	2 УФ	14 шисбр
074	2018-04-01	ДА	2 УФ	1 пмбр
074	2018-04-01	ДА	2 УФ	2 пмбр
074	2018-04-01	ДА	2 УФ	21 мпмб
074	2018-04-01	ДА	2 УФ	62 мпмб
074	2018-04-01	ДА	2 УФ	72 оибми
075	2018-04-01	ДА	1 румынская армия
075	2018-04-01	ДА	1 румынская армия	4 арм. корпус
075	2018-04-01	ДА	1 румынская армия	2 пд
075	2018-04-01	ДА	1 румынская армия	3 гсд
075	2018-04-01	ДА	1 румынская армия	7 арм. корпус 
075	2018-04-01	ДА	1 румынская армия	10 пд
075	2018-04-01	ДА	1 румынская армия	19 пд
075	2018-04-01	ДА	1 румынская армия	1 тяж. ап
075	2018-04-01	ДА	1 румынская армия	7 тяж. ап
075	2018-04-01	ДА	1 румынская армия	9 озадн
075	2018-04-01	ДА	1 румынская армия	35 сапб
076	2018-04-01	ДА	4 румынская армия
076	2018-04-01	ДА	4 румынская армия	2 арм. корпус
076	2018-04-01	ДА	4 румынская армия	21 пд
076	2018-04-01	ДА	4 румынская армия	8 мотомехдивизия
076	2018-04-01	ДА	4 румынская армия	6 арм. корпус 
076	2018-04-01	ДА	4 румынская армия	6 пд
076	2018-04-01	ДА	4 румынская армия	11 пд
076	2018-04-01	ДА	4 румынская армия	18 пд
076	2018-04-01	ДА	4 румынская армия	9 пд
076	2018-04-01	ДА	4 румынская армия	60 оадн
076	2018-04-01	ДА	4 румынская армия	2 румын. ап
076	2018-04-01	ДА	4 румынская армия	30 сабр
076	2018-04-01	ДА	4 румынская армия	31 сабр
077	2018-04-01	ДА	3 УФ
077	2018-04-01	ДА	3 УФ	4 гвардейская армия
077	2018-04-01	ДА	3 УФ	4 гвардейская армия	20 гв. ск
077	2018-04-01	ДА	3 УФ	4 гвардейская армия	5 гв. вдд
077	2018-04-01	ДА	3 УФ	4 гвардейская армия	7 гв. вдд
077	2018-04-01	ДА	3 УФ	4 гвардейская армия	21 гв. ск 
077	2018-04-01	ДА	3 УФ	4 гвардейская армия	41 гв. сд
077	2018-04-01	ДА	3 УФ	4 гвардейская армия	62 гв. сд
077	2018-04-01	ДА	3 УФ	4 гвардейская армия	69 гв. сд
077	2018-04-01	ДА	3 УФ	4 гвардейская армия	31 гв. ск 
077	2018-04-01	ДА	3 УФ	4 гвардейская армия	4 гв. сд
077	2018-04-01	ДА	3 УФ	4 гвардейская армия	34 гв. сд
077	2018-04-01	ДА	3 УФ	4 гвардейская армия	40 гв. сд
077	2018-04-01	ДА	3 УФ	4 гвардейская армия	123 пабр
077	2018-04-01	ДА	3 УФ	4 гвардейская армия	466 минп
077	2018-04-01	ДА	3 УФ	4 гвардейская армия	56 исбр
078	2018-04-01	ДА	3 УФ	9 гвардейская армия
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	37 гв. ск
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	98 гв. сд
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	99 гв. сд
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	103 гв. сд
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	38 гв. ск 
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	104 гв. сд
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	105 гв. сд
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	106 гв. сд
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	39 гв. ск 
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	100 гв. сд
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	107 гв. сд
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	114 гв. сд
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	35 гв. пабр
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	62 гв. кабр
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	63 гв. кабр
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	319 гв. мп
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	321 гв. мп
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	322 гв. мп
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	103 гв. зенап
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	109 гв. зенап
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	112 гв. зенап
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	161 гв. зенап
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	48 гв. озадн
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	49 гв. озадн
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	1513 сап
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	1523 сап
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	1524 сап
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	15 исбр
078	2018-04-01	ДА	3 УФ	9 гвардейская армия	7 ооб
079	2018-04-01	ДА	3 УФ	26 армия
079	2018-04-01	ДА	3 УФ	26 армия	30 ск
079	2018-04-01	ДА	3 УФ	26 армия	36 гв.
079	2018-04-01	ДА	3 УФ	26 армия	68 гв.
079	2018-04-01	ДА	3 УФ	26 армия	104 ск 
079	2018-04-01	ДА	3 УФ	26 армия	66 гв.
079	2018-04-01	ДА	3 УФ	26 армия	151 сд
079	2018-04-01	ДА	3 УФ	26 армия	135 ск 
079	2018-04-01	ДА	3 УФ	26 армия	74 сд
079	2018-04-01	ДА	3 УФ	26 армия	233 сд
079	2018-04-01	ДА	3 УФ	26 армия	236 сд
079	2018-04-01	ДА	3 УФ	26 армия	205 пабр
079	2018-04-01	ДА	3 УФ	26 армия	175 минп
079	2018-04-01	ДА	3 УФ	26 армия	20 исбр
