001	1945-05-01	ДА
001	1945-05-01	ДА	ЛФ Курляндская группа войск
001	1945-05-01	ДА	ЛФ Курляндская группа войск	1 ударная армия
064	1945-05-01	ДА	2 УФ	7 гвардейская армия	375 сд
064	1945-05-01	ДА	2 УФ	7 гвардейская армия	409 сд
064	1945-05-01	ДА	2 УФ	7 гвардейская армия	16 адп 
064	1945-05-01	ДА	2 УФ	7 гвардейская армия	49 лабр
064	1945-05-01	ДА	2 УФ	7 гвардейская армия	52 габр
064	1945-05-01	ДА	2 УФ	7 гвардейская армия	109 габр БМ
064	1945-05-01	ДА	2 УФ	7 гвардейская армия	41 гв. пабр
064	1945-05-01	ДА	2 УФ	7 гвардейская армия	114 гв. иптап
064	1945-05-01	ДА	2 УФ	7 гвардейская армия	115 гв. иптап
064	1945-05-01	ДА	2 УФ	7 гвардейская армия	290 минп
064	1945-05-01	ДА	2 УФ	7 гвардейская армия	670 зенап
064	1945-05-01	ДА	2 УФ	7 гвардейская армия	743 зенап
064	1945-05-01	ДА	2 УФ	7 гвардейская армия	1119 зенап
064	1945-05-01	ДА	2 УФ	7 гвардейская армия	1181 зенап
064	1945-05-01	ДА	2 УФ	7 гвардейская армия	26 зенад 
064	1945-05-01	ДА	2 УФ	7 гвардейская армия	1352 зенап
064	1945-05-01	ДА	2 УФ	7 гвардейская армия	1357 зенап
064	1945-05-01	ДА	2 УФ	7 гвардейская армия	1363 зенап
064	1945-05-01	ДА	2 УФ	7 гвардейская армия	1369 зенап
064	1945-05-01	ДА	2 УФ	7 гвардейская армия	27 гв. тбр
064	1945-05-01	ДА	2 УФ	7 гвардейская армия	60 исбр
064	1945-05-01	ДА	2 УФ	7 гвардейская армия	3 ооб
064	1945-05-01	ДА	2 УФ	7 гвардейская армия	27 ооб
065	1945-05-01	ДА	2 УФ	40 армия
065	1945-05-01	ДА	2 УФ	40 армия	51 ск
065	1945-05-01	ДА	2 УФ	40 армия	133 сд
065	1945-05-01	ДА	2 УФ	40 армия	232 сд
065	1945-05-01	ДА	2 УФ	40 армия	240 сд
065	1945-05-01	ДА	2 УФ	40 армия	153 пабр
065	1945-05-01	ДА	2 УФ	40 армия	680 иптап
065	1945-05-01	ДА	2 УФ	40 армия	492 минп
065	1945-05-01	ДА	2 УФ	40 армия	34 одн брп
065	1945-05-01	ДА	2 УФ	40 армия	4 исбр
065	1945-05-01	ДА	2 УФ	40 армия	4 ооб
065	1945-05-01	ДА	2 УФ	40 армия	21 ооб
066	1945-05-01	ДА	2 УФ	46 армия
066	1945-05-01	ДА	2 УФ	46 армия	10 гв. ск
066	1945-05-01	ДА	2 УФ	46 армия	49 гв. сд
066	1945-05-01	ДА	2 УФ	46 армия	86 гв. сд
066	1945-05-01	ДА	2 УФ	46 армия	68 ск 
066	1945-05-01	ДА	2 УФ	46 армия	99 сд
066	1945-05-01	ДА	2 УФ	46 армия	297 сд
066	1945-05-01	ДА	2 УФ	46 армия	75 ск 
066	1945-05-01	ДА	2 УФ	46 армия	53 сд
066	1945-05-01	ДА	2 УФ	46 армия	223 сд
066	1945-05-01	ДА	2 УФ	46 армия	59 гв. сд
066	1945-05-01	ДА	2 УФ	46 армия	5 гв. адп 
066	1945-05-01	ДА	2 УФ	46 армия	71 лабр
066	1945-05-01	ДА	2 УФ	46 армия	45 гв. пабр
066	1945-05-01	ДА	2 УФ	46 армия	22 иптабр
066	1945-05-01	ДА	2 УФ	46 армия	462 минп
066	1945-05-01	ДА	2 УФ	46 армия	804 зенап
066	1945-05-01	ДА	2 УФ	46 армия	976 зенап
066	1945-05-01	ДА	2 УФ	46 армия	987 зенап
066	1945-05-01	ДА	2 УФ	46 армия	996 зенап
066	1945-05-01	ДА	2 УФ	46 армия	991 сап
066	1945-05-01	ДА	2 УФ	46 армия	1505 сап
066	1945-05-01	ДА	2 УФ	46 армия	1897 сап
066	1945-05-01	ДА	2 УФ	46 армия	51 исбр
066	1945-05-01	ДА	2 УФ	46 армия	176 орро
067	1945-05-01	ДА	2 УФ	53 армия
067	1945-05-01	ДА	2 УФ	53 армия	18 гв. ск
067	1945-05-01	ДА	2 УФ	53 армия	109 гв.
067	1945-05-01	ДА	2 УФ	53 армия	317 сд
067	1945-05-01	ДА	2 УФ	53 армия	24 гв. ск 
067	1945-05-01	ДА	2 УФ	53 армия	81 гв.
067	1945-05-01	ДА	2 УФ	53 армия	93 гв.
067	1945-05-01	ДА	2 УФ	53 армия	49 ск 
067	1945-05-01	ДА	2 УФ	53 армия	1 гв. вдд
067	1945-05-01	ДА	2 УФ	53 армия	228 сд
067	1945-05-01	ДА	2 УФ	53 армия	57 ск 
067	1945-05-01	ДА	2 УФ	53 армия	203 сд
067	1945-05-01	ДА	2 УФ	53 армия	227 сд
067	1945-05-01	ДА	2 УФ	53 армия	11 ад 
067	1945-05-01	ДА	2 УФ	53 армия	31 лабр
067	1945-05-01	ДА	2 УФ	53 армия	40 габр
067	1945-05-01	ДА	2 УФ	53 армия	152 пабр
067	1945-05-01	ДА	2 УФ	53 армия	31 иптабр
067	1945-05-01	ДА	2 УФ	53 армия	52 иптабр
067	1945-05-01	ДА	2 УФ	53 армия	5 гв. адп 
067	1945-05-01	ДА	2 УФ	53 армия	27 минбр
067	1945-05-01	ДА	2 УФ	53 армия	30 адп 
067	1945-05-01	ДА	2 УФ	53 армия	45 минбр
067	1945-05-01	ДА	2 УФ	53 армия	461 минп
067	1945-05-01	ДА	2 УФ	53 армия	493 минп
067	1945-05-01	ДА	2 УФ	53 армия	1354 зенап
067	1945-05-01	ДА	2 УФ	53 армия	1358 зенап
067	1945-05-01	ДА	2 УФ	53 армия	1364 зенап
067	1945-05-01	ДА	2 УФ	53 армия	1370 зенап
067	1945-05-01	ДА	2 УФ	53 армия	25 отп
067	1945-05-01	ДА	2 УФ	53 армия	54 исбр
067	1945-05-01	ДА	2 УФ	53 армия	66 шисб
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	5 гв. тк
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	20 гв. тбр
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	21 гв. тбр
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	22 гв. тбр
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	301 лап
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	1458 сап
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	15 гв. мцб
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	127 гв. мдн
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	2 гв. мк 
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	4 гв. мехбр
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	5 гв. мехбр
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	6 гв. мехбр
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	30 гв. ттп
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	1509 сап
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	524 минп
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	159 зенап
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	9 гв. мк 
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	18 гв. мехбр
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	30 гв. мехбр
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	31 гв. мехбр
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	389 гв.
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	14 гв. мцб
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	35 гв. мдн
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	208 сабр
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	364 гв. тсап
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	275 омб ОСНАЗ
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	207 гв. апс
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	14 шисбр
068	1945-05-01	ДА	2 УФ	6 гвардейская танковая армия	39 ооб
069	1945-05-01	ДА	2 УФ	5 воздушная армия
069	1945-05-01	ДА	2 УФ	5 воздушная армия	3 гв. шак
069	1945-05-01	ДА	2 УФ	5 воздушная армия	7 гв. шад
069	1945-05-01	ДА	2 УФ	5 воздушная армия	12 гв. шад
069	1945-05-01	ДА	2 УФ	5 воздушная армия	5 шак 
069	1945-05-01	ДА	2 УФ	5 воздушная армия	4 гв.
069	1945-05-01	ДА	2 УФ	5 воздушная армия	3 гв. иак 
069	1945-05-01	ДА	2 УФ	5 воздушная армия	13 гв. иад
069	1945-05-01	ДА	2 УФ	5 воздушная армия	14 гв. иад
069	1945-05-01	ДА	2 УФ	5 воздушная армия	312 нбад
069	1945-05-01	ДА	2 УФ	5 воздушная армия	279 иад
069	1945-05-01	ДА	2 УФ	5 воздушная армия	331 иад
069	1945-05-01	ДА	2 УФ	5 воздушная армия	207 крап
069	1945-05-01	ДА	2 УФ	5 воздушная армия	44 ап ГВФ
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	50 ск
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	42 гв.
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	243 сд
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	4 гв. кк 
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	9 гв.
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	10 гв.
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	1815 сап
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	4 гв. оиптдн
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	12 гв. мп
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	6 гв. кк 
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	8 гв.
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	13 гв.
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	1813 сап
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	6 гв. оиптдн
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	11 гв. мп
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	34 иптабр
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	7 мк 
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	16 мехбр
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	63 мехбр
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	64 мехбр
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	78 гв. ттп
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	1440 сап
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	614 минп
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	1713 зенап
070	1945-05-01	ДА	2 УФ	1 гвардейская конно-механизированная группа	5 горн. исбр
071	1945-05-01	ДА	2 УФ	5 гв. адп
071	1945-05-01	ДА	2 УФ	17 гв. пабр
071	1945-05-01	ДА	2 УФ	18 гв. габр БМ
071	1945-05-01	ДА	2 УФ	30 адп 
071	1945-05-01	ДА	2 УФ	185 лабр
071	1945-05-01	ДА	2 УФ	192 тгабр
071	1945-05-01	ДА	2 УФ	37 гв. мбр
071	1945-05-01	ДА	2 УФ	6 гв. орадн
071	1945-05-01	ДА	2 УФ	51 иптабр
071	1945-05-01	ДА	2 УФ	8 гв. мбр
071	1945-05-01	ДА	2 УФ	33 гв. мбр
071	1945-05-01	ДА	2 УФ	17 гв. мп
071	1945-05-01	ДА	2 УФ	29 гв. мп
071	1945-05-01	ДА	2 УФ	40 гв. мп
071	1945-05-01	ДА	2 УФ	47 гв. мп
071	1945-05-01	ДА	2 УФ	48 гв. мп
071	1945-05-01	ДА	2 УФ	66 гв. мп
071	1945-05-01	ДА	2 УФ	80 гв. мп
071	1945-05-01	ДА	2 УФ	302 гв. мп
071	1945-05-01	ДА	2 УФ	324 гв. мп
071	1945-05-01	ДА	2 УФ	1361 зенап
071	1945-05-01	ДА	2 УФ	1367 зенап
071	1945-05-01	ДА	2 УФ	1373 зенап
071	1945-05-01	ДА	2 УФ	1375 зенап
071	1945-05-01	ДА	2 УФ	38 зенад 
071	1945-05-01	ДА	2 УФ	1401 зенап
071	1945-05-01	ДА	2 УФ	1405 зенап
071	1945-05-01	ДА	2 УФ	1409 зенап
071	1945-05-01	ДА	2 УФ	1712 зенап
071	1945-05-01	ДА	2 УФ	225 гв.
071	1945-05-01	ДА	2 УФ	272 гв.
071	1945-05-01	ДА	2 УФ	23 тк 
071	1945-05-01	ДА	2 УФ	3 тбр
071	1945-05-01	ДА	2 УФ	39 тбр
071	1945-05-01	ДА	2 УФ	135 тбр
071	1945-05-01	ДА	2 УФ	1669 лап
071	1945-05-01	ДА	2 УФ	1501 иптап
071	1945-05-01	ДА	2 УФ	457 минп
071	1945-05-01	ДА	2 УФ	1697 зенап
071	1945-05-01	ДА	2 УФ	25 одн брп
071	1945-05-01	ДА	2 УФ	61 одн брп
071	1945-05-01	ДА	2 УФ	85 санап
071	1945-05-01	ДА	2 УФ	1001 санап
071	1945-05-01	ДА	2 УФ	27 мибр
071	1945-05-01	ДА	2 УФ	2 пмбр
071	1945-05-01	ДА	2 УФ	21 мпмб
071	1945-05-01	ДА	2 УФ	62 мпмб
071	1945-05-01	ДА	2 УФ	72 оибми
072	1945-05-01	ДА	1 румынская армия
072	1945-05-01	ДА	1 румынская армия	4 арм. корпус
072	1945-05-01	ДА	1 румынская армия	2 гсд
072	1945-05-01	ДА	1 румынская армия	3 гсд
072	1945-05-01	ДА	1 румынская армия	7 арм. корпус 
072	1945-05-01	ДА	1 румынская армия	2 пд
072	1945-05-01	ДА	1 румынская армия	19 пд
072	1945-05-01	ДА	1 румынская армия	1 тяж. ап
072	1945-05-01	ДА	1 румынская армия	7 тяж. ап
072	1945-05-01	ДА	1 румынская армия	9 озадн
072	1945-05-01	ДА	1 румынская армия	35 сапб
073	1945-05-01	ДА	4 румынская армия
073	1945-05-01	ДА	4 румынская армия	2 армейский корпус
073	1945-05-01	ДА	4 румынская армия	6 пд
073	1945-05-01	ДА	4 румынская армия	21 пд
073	1945-05-01	ДА	4 румынская армия	2 тяж. ап
073	1945-05-01	ДА	4 румынская армия	6 армейский корпус 
073	1945-05-01	ДА	4 румынская армия	9 пд
073	1945-05-01	ДА	4 румынская армия	11 пд
073	1945-05-01	ДА	4 румынская армия	18 пд
073	1945-05-01	ДА	4 румынская армия	3 пд
073	1945-05-01	ДА	4 румынская армия	60 оадн
073	1945-05-01	ДА	4 румынская армия	2 румынский тп
073	1945-05-01	ДА	4 румынская армия	30 сапб
073	1945-05-01	ДА	4 румынская армия	31 сапб
074	1945-05-01	ДА	3 УФ
074	1945-05-01	ДА	3 УФ	4 гвардейская армия
074	1945-05-01	ДА	3 УФ	4 гвардейская армия	20 гв. ск
074	1945-05-01	ДА	3 УФ	4 гвардейская армия	5 гв. вдд
074	1945-05-01	ДА	3 УФ	4 гвардейская армия	7 гв. вдд
074	1945-05-01	ДА	3 УФ	4 гвардейская армия	21 гв. ск 
074	1945-05-01	ДА	3 УФ	4 гвардейская армия	41 гв. сд
074	1945-05-01	ДА	3 УФ	4 гвардейская армия	62 гв. сд
074	1945-05-01	ДА	3 УФ	4 гвардейская армия	66 гв. сд
074	1945-05-01	ДА	3 УФ	4 гвардейская армия	69 гв. сд
074	1945-05-01	ДА	3 УФ	4 гвардейская армия	31 гв. ск 
074	1945-05-01	ДА	3 УФ	4 гвардейская армия	4 гв. сд
074	1945-05-01	ДА	3 УФ	4 гвардейская армия	34 гв. сд
074	1945-05-01	ДА	3 УФ	4 гвардейская армия	40 гв. сд
074	1945-05-01	ДА	3 УФ	4 гвардейская армия	123 пабр
074	1945-05-01	ДА	3 УФ	4 гвардейская армия	466 минп
074	1945-05-01	ДА	3 УФ	4 гвардейская армия	56 исбр
075	1945-05-01	ДА	3 УФ	9 гвардейская армия
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	37 гв. ск
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	98 гв. сд
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	99 гв. сд
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	103 гв. сд
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	38 гв. ск 
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	104 гв. сд
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	105 гв. сд
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	106 гв. сд
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	39 гв. ск 
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	100 гв. сд
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	107 гв. сд
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	114 гв. сд
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	35 гв. пабр
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	62 гв. кабр
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	63 гв. кабр
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	319 гв. мп
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	321 гв. мп
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	322 гв. мп
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	103 гв. зенап
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	109 гв. зенап
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	112 гв. зенап
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	161 гв. зенап
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	48 гв. озадн
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	49 гв. озадн
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	1513 сап
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	1523 сап
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	1524 сап
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	15 исбр
075	1945-05-01	ДА	3 УФ	9 гвардейская армия	7 ооб
076	1945-05-01	ДА	3 УФ	26 армия
076	1945-05-01	ДА	3 УФ	26 армия	30 ск
076	1945-05-01	ДА	3 УФ	26 армия	36 гв.
076	1945-05-01	ДА	3 УФ	26 армия	68 гв.
076	1945-05-01	ДА	3 УФ	26 армия	104 ск 
076	1945-05-01	ДА	3 УФ	26 армия	74 сд
076	1945-05-01	ДА	3 УФ	26 армия	93 сд
076	1945-05-01	ДА	3 УФ	26 армия	151 сд
076	1945-05-01	ДА	3 УФ	26 армия	135 ск 
076	1945-05-01	ДА	3 УФ	26 армия	233 сд
076	1945-05-01	ДА	3 УФ	26 армия	236 сд
076	1945-05-01	ДА	3 УФ	26 армия	205 пабр
076	1945-05-01	ДА	3 УФ	26 армия	175 минп
076	1945-05-01	ДА	3 УФ	26 армия	20 исбр
077	1945-05-01	ДА	3 УФ	27 армия
077	1945-05-01	ДА	3 УФ	27 армия	35 гв. ск
077	1945-05-01	ДА	3 УФ	27 армия	3 гв. вдд
077	1945-05-01	ДА	3 УФ	27 армия	202 сд
077	1945-05-01	ДА	3 УФ	27 армия	33 ск 
077	1945-05-01	ДА	3 УФ	27 армия	78 сд
077	1945-05-01	ДА	3 УФ	27 армия	155 сд
077	1945-05-01	ДА	3 УФ	27 армия	206 сд
077	1945-05-01	ДА	3 УФ	27 армия	337 сд
077	1945-05-01	ДА	3 УФ	27 армия	37 ск 
077	1945-05-01	ДА	3 УФ	27 армия	108 гв.
077	1945-05-01	ДА	3 УФ	27 армия	27 пабр
077	1945-05-01	ДА	3 УФ	27 армия	480 горно
077	1945-05-01	ДА	3 УФ	27 армия	249 зенап
077	1945-05-01	ДА	3 УФ	27 армия	43 исбр
078	1945-05-01	ДА	3 УФ	57 армия
078	1945-05-01	ДА	3 УФ	57 армия	6 гв. ск
078	1945-05-01	ДА	3 УФ	57 армия	10 гв. вдд
078	1945-05-01	ДА	3 УФ	57 армия	61 гв. сд
078	1945-05-01	ДА	3 УФ	57 армия	64 ск 
078	1945-05-01	ДА	3 УФ	57 армия	73 гв.
078	1945-05-01	ДА	3 УФ	57 армия	299 сд
078	1945-05-01	ДА	3 УФ	57 армия	133 ск 
078	1945-05-01	ДА	3 УФ	57 армия	84 сд
078	1945-05-01	ДА	3 УФ	57 армия	104 сд
078	1945-05-01	ДА	3 УФ	57 армия	122 сд
078	1945-05-01	ДА	3 УФ	57 армия	160 пабр
078	1945-05-01	ДА	3 УФ	57 армия	374 иптап
078	1945-05-01	ДА	3 УФ	57 армия	71 зенап
078	1945-05-01	ДА	3 УФ	57 армия	65 исбр
079	1945-05-01	ДА	3 УФ	17 воздушная армия
079	1945-05-01	ДА	3 УФ	17 воздушная армия	10 шак
079	1945-05-01	ДА	3 УФ	17 воздушная армия	136 шад
079	1945-05-01	ДА	3 УФ	17 воздушная армия	306 шад
079	1945-05-01	ДА	3 УФ	17 воздушная армия	189 шад
079	1945-05-01	ДА	3 УФ	17 воздушная армия	288 иад
079	1945-05-01	ДА	3 УФ	17 воздушная армия	295 иад
079	1945-05-01	ДА	3 УФ	17 воздушная армия	39 рап
079	1945-05-01	ДА	3 УФ	17 воздушная армия	227 трап
079	1945-05-01	ДА	3 УФ	17 воздушная армия	282 апс
080	1945-05-01	ДА	3 УФ	Авиагруппа генерал-майора Витрука
080	1945-05-01	ДА	3 УФ	Авиагруппа генерал-майора Витрука	10 гв. шад
081	1945-05-01	ДА	3 УФ	5 гв. кк
081	1945-05-01	ДА	3 УФ	11 гв.
081	1945-05-01	ДА	3 УФ	12 гв.
081	1945-05-01	ДА	3 УФ	1896 сап
081	1945-05-01	ДА	3 УФ	5 гв. оиптдн
081	1945-05-01	ДА	3 УФ	9 гв. мп
081	1945-05-01	ДА	3 УФ	1 гв. УР
081	1945-05-01	ДА	3 УФ	2 акп
081	1945-05-01	ДА	3 УФ	9 адп 
081	1945-05-01	ДА	3 УФ	26 лабр
081	1945-05-01	ДА	3 УФ	115 пабр
081	1945-05-01	ДА	3 УФ	10 минбр
081	1945-05-01	ДА	3 УФ	19 адп 
081	1945-05-01	ДА	3 УФ	170 лабр
081	1945-05-01	ДА	3 УФ	49 гв. тгабр
081	1945-05-01	ДА	3 УФ	38 минбр
081	1945-05-01	ДА	3 УФ	29 гв. мбр
081	1945-05-01	ДА	3 УФ	27 гв. орадн
081	1945-05-01	ДА	3 УФ	7 адп 
081	1945-05-01	ДА	3 УФ	11 лабр
081	1945-05-01	ДА	3 УФ	17 пабр
081	1945-05-01	ДА	3 УФ	105 габр БМ
081	1945-05-01	ДА	3 УФ	506 пап
081	1945-05-01	ДА	3 УФ	274 гап
081	1945-05-01	ДА	3 УФ	9 иптабр
081	1945-05-01	ДА	3 УФ	10 иптабр
081	1945-05-01	ДА	3 УФ	12 иптабр
081	1945-05-01	ДА	3 УФ	24 иптабр
081	1945-05-01	ДА	3 УФ	42 иптабр
081	1945-05-01	ДА	3 УФ	43 иптабр
081	1945-05-01	ДА	3 УФ	49 иптабр
081	1945-05-01	ДА	3 УФ	1312 иптап
081	1945-05-01	ДА	3 УФ	23 минбр
081	1945-05-01	ДА	3 УФ	25 гв. мп
081	1945-05-01	ДА	3 УФ	35 гв. мп
081	1945-05-01	ДА	3 УФ	45 гв. мп
081	1945-05-01	ДА	3 УФ	51 гв. мп
081	1945-05-01	ДА	3 УФ	58 гв. мп
081	1945-05-01	ДА	3 УФ	61 гв. мп
081	1945-05-01	ДА	3 УФ	87 гв. мп
081	1945-05-01	ДА	3 УФ	328 гв. мп
081	1945-05-01	ДА	3 УФ	1084 зенап
081	1945-05-01	ДА	3 УФ	1089 зенап
081	1945-05-01	ДА	3 УФ	1114 зенап
081	1945-05-01	ДА	3 УФ	1118 зенап
081	1945-05-01	ДА	3 УФ	4 зенад 
081	1945-05-01	ДА	3 УФ	253 гв.
081	1945-05-01	ДА	3 УФ	254 гв.
081	1945-05-01	ДА	3 УФ	268 гв.
081	1945-05-01	ДА	3 УФ	9 зенад 
081	1945-05-01	ДА	3 УФ	800 зенап
081	1945-05-01	ДА	3 УФ	974 зенап
081	1945-05-01	ДА	3 УФ	981 зенап
081	1945-05-01	ДА	3 УФ	993 зенап
081	1945-05-01	ДА	3 УФ	22 зенад 
081	1945-05-01	ДА	3 УФ	1335 зенап
081	1945-05-01	ДА	3 УФ	1341 зенап
081	1945-05-01	ДА	3 УФ	1347 зенап
081	1945-05-01	ДА	3 УФ	1353 зенап
081	1945-05-01	ДА	3 УФ	258 гв.
081	1945-05-01	ДА	3 УФ	271 гв.
081	1945-05-01	ДА	3 УФ	241 зенап
081	1945-05-01	ДА	3 УФ	247 зенап
081	1945-05-01	ДА	3 УФ	303 зенап
081	1945-05-01	ДА	3 УФ	470 зенап
081	1945-05-01	ДА	3 УФ	579 зенап
081	1945-05-01	ДА	3 УФ	626 зенап
081	1945-05-01	ДА	3 УФ	1384 зенап
081	1945-05-01	ДА	3 УФ	1474 зенап
081	1945-05-01	ДА	3 УФ	139 озадн
081	1945-05-01	ДА	3 УФ	227 озадн
081	1945-05-01	ДА	3 УФ	504 озадн
081	1945-05-01	ДА	3 УФ	1 гв. мк 
081	1945-05-01	ДА	3 УФ	1 гв. мехбр
081	1945-05-01	ДА	3 УФ	2 гв. мехбр
081	1945-05-01	ДА	3 УФ	3 гв. мехбр
081	1945-05-01	ДА	3 УФ	382 гв.
081	1945-05-01	ДА	3 УФ	1821 сап
081	1945-05-01	ДА	3 УФ	267 минп
081	1945-05-01	ДА	3 УФ	1699 зенап
081	1945-05-01	ДА	3 УФ	18 тк 
081	1945-05-01	ДА	3 УФ	110 тбр
081	1945-05-01	ДА	3 УФ	170 тбр
081	1945-05-01	ДА	3 УФ	181 тбр
081	1945-05-01	ДА	3 УФ	363 гв. тсап
081	1945-05-01	ДА	3 УФ	78 мцб
081	1945-05-01	ДА	3 УФ	1000 иптап
081	1945-05-01	ДА	3 УФ	106 гв. мдн
081	1945-05-01	ДА	3 УФ	32 гв. мехбр
081	1945-05-01	ДА	3 УФ	209 сабр
081	1945-05-01	ДА	3 УФ	366 гв. тсап
081	1945-05-01	ДА	3 УФ	1201 сап
081	1945-05-01	ДА	3 УФ	1202 сап
081	1945-05-01	ДА	3 УФ	1891 сап
081	1945-05-01	ДА	3 УФ	53 мцп
081	1945-05-01	ДА	3 УФ	252 омб ОСНАЗ
081	1945-05-01	ДА	3 УФ	11 шисбр
081	1945-05-01	ДА	3 УФ	12 шисбр
081	1945-05-01	ДА	3 УФ	5 пмбр
081	1945-05-01	ДА	3 УФ	6 мпмп
081	1945-05-01	ДА	3 УФ	88 мпмб
081	1945-05-01	ДА	3 УФ	5 ооб
081	1945-05-01	ДА	3 УФ	23 ооб
081	1945-05-01	ДА	3 УФ	30 ооб
081	1945-05-01	ДА	3 УФ	31 ооб
082	1945-05-01	ДА	1 болгарская армия
082	1945-05-01	ДА	1 болгарская армия	3 корпус
082	1945-05-01	ДА	1 болгарская армия	10 пд
082	1945-05-01	ДА	1 болгарская армия	12 пд
082	1945-05-01	ДА	1 болгарская армия	16 пд
082	1945-05-01	ДА	1 болгарская армия	4 корпус 
