001	1944-12-01	ДА
001	1944-12-01	ДА	ЛФ
001	1944-12-01	ДА	ЛФ	8 армия
061	1944-12-01	ДА	2 УФ	46 армия	86 гв. сд
061	1944-12-01	ДА	2 УФ	46 армия	109 гв. сд
061	1944-12-01	ДА	2 УФ	46 армия	23 ск 
061	1944-12-01	ДА	2 УФ	46 армия	68 гв.
061	1944-12-01	ДА	2 УФ	46 армия	316 сд
061	1944-12-01	ДА	2 УФ	46 армия	37 ск 
061	1944-12-01	ДА	2 УФ	46 армия	59 гв.
061	1944-12-01	ДА	2 УФ	46 армия	108 гв.
061	1944-12-01	ДА	2 УФ	46 армия	180 сд
061	1944-12-01	ДА	2 УФ	46 армия	7 адп 
061	1944-12-01	ДА	2 УФ	46 армия	11 лабр
061	1944-12-01	ДА	2 УФ	46 армия	17 пабр
061	1944-12-01	ДА	2 УФ	46 армия	105 габр БМ
061	1944-12-01	ДА	2 УФ	46 армия	45 гв. пабр
061	1944-12-01	ДА	2 УФ	46 армия	12 иптабр
061	1944-12-01	ДА	2 УФ	46 армия	24 иптабр
061	1944-12-01	ДА	2 УФ	46 армия	462 минп
061	1944-12-01	ДА	2 УФ	46 армия	800 зенап
061	1944-12-01	ДА	2 УФ	46 армия	974 зенап
061	1944-12-01	ДА	2 УФ	46 армия	981 зенап
061	1944-12-01	ДА	2 УФ	46 армия	993 зенап
061	1944-12-01	ДА	2 УФ	46 армия	38 зенад 
061	1944-12-01	ДА	2 УФ	46 армия	1401 зенап
061	1944-12-01	ДА	2 УФ	46 армия	1405 зенап
061	1944-12-01	ДА	2 УФ	46 армия	1409 зенап
061	1944-12-01	ДА	2 УФ	46 армия	1712 зенап
061	1944-12-01	ДА	2 УФ	46 армия	2 гв. мк 
061	1944-12-01	ДА	2 УФ	46 армия	4 гв. мехбр
061	1944-12-01	ДА	2 УФ	46 армия	5 гв. мехбр
061	1944-12-01	ДА	2 УФ	46 армия	6 гв. мехбр
061	1944-12-01	ДА	2 УФ	46 армия	30 гв. тп
061	1944-12-01	ДА	2 УФ	46 армия	1509 сап
061	1944-12-01	ДА	2 УФ	46 армия	524 минп
061	1944-12-01	ДА	2 УФ	46 армия	159 зенап
061	1944-12-01	ДА	2 УФ	46 армия	1505 сап
061	1944-12-01	ДА	2 УФ	46 армия	1897 сап
061	1944-12-01	ДА	2 УФ	46 армия	51 исбр
062	1944-12-01	ДА	2 УФ	53 армия
062	1944-12-01	ДА	2 УФ	53 армия	24 гв. ск
062	1944-12-01	ДА	2 УФ	53 армия	72 гв.
062	1944-12-01	ДА	2 УФ	53 армия	81 гв.
062	1944-12-01	ДА	2 УФ	53 армия	375 сд
062	1944-12-01	ДА	2 УФ	53 армия	49 ск 
062	1944-12-01	ДА	2 УФ	53 армия	6 сд
062	1944-12-01	ДА	2 УФ	53 армия	203 сд
062	1944-12-01	ДА	2 УФ	53 армия	57 ск 
062	1944-12-01	ДА	2 УФ	53 армия	1 гв. вдд
062	1944-12-01	ДА	2 УФ	53 армия	228 сд
062	1944-12-01	ДА	2 УФ	53 армия	152 пабр
062	1944-12-01	ДА	2 УФ	53 армия	461 минп
062	1944-12-01	ДА	2 УФ	53 армия	1354 зенап
062	1944-12-01	ДА	2 УФ	53 армия	1358 зенап
062	1944-12-01	ДА	2 УФ	53 армия	1364 зенап
062	1944-12-01	ДА	2 УФ	53 армия	1370 зенап
062	1944-12-01	ДА	2 УФ	53 армия	54 исбр
063	1944-12-01	ДА	2 УФ	6 гвардейская танковая армия
063	1944-12-01	ДА	2 УФ	6 гвардейская танковая армия	5 гв. тк
063	1944-12-01	ДА	2 УФ	6 гвардейская танковая армия	20 гв. тбр
063	1944-12-01	ДА	2 УФ	6 гвардейская танковая армия	21 гв. тбр
063	1944-12-01	ДА	2 УФ	6 гвардейская танковая армия	22 гв. тбр
063	1944-12-01	ДА	2 УФ	6 гвардейская танковая армия	390 гв. сап
063	1944-12-01	ДА	2 УФ	6 гвардейская танковая армия	391 гв. иптап
063	1944-12-01	ДА	2 УФ	6 гвардейская танковая армия	127 гв. мдн
063	1944-12-01	ДА	2 УФ	6 гвардейская танковая армия	9 гв. мк 
063	1944-12-01	ДА	2 УФ	6 гвардейская танковая армия	18 гв. мехбр
063	1944-12-01	ДА	2 УФ	6 гвардейская танковая армия	30 гв. мехбр
063	1944-12-01	ДА	2 УФ	6 гвардейская танковая армия	31 гв. мехбр
063	1944-12-01	ДА	2 УФ	6 гвардейская танковая армия	389 гв. сап
063	1944-12-01	ДА	2 УФ	6 гвардейская танковая армия	458 гв. минп
063	1944-12-01	ДА	2 УФ	6 гвардейская танковая армия	388 гв. зенап
063	1944-12-01	ДА	2 УФ	6 гвардейская танковая армия	49 гв. отп
063	1944-12-01	ДА	2 УФ	6 гвардейская танковая армия	4 гв. мцп
063	1944-12-01	ДА	2 УФ	6 гвардейская танковая армия	22 мибр
064	1944-12-01	ДА	2 УФ	Конно-механизированная группа
064	1944-12-01	ДА	2 УФ	Конно-механизированная группа	4 гв. кк
064	1944-12-01	ДА	2 УФ	Конно-механизированная группа	9 гв.
064	1944-12-01	ДА	2 УФ	Конно-механизированная группа	10 гв.
064	1944-12-01	ДА	2 УФ	Конно-механизированная группа	1815 сап
064	1944-12-01	ДА	2 УФ	Конно-механизированная группа	4 гв. оиптдн
064	1944-12-01	ДА	2 УФ	Конно-механизированная группа	12 гв. мп
064	1944-12-01	ДА	2 УФ	Конно-механизированная группа	6 гв. кк 
064	1944-12-01	ДА	2 УФ	Конно-механизированная группа	8 гв.
064	1944-12-01	ДА	2 УФ	Конно-механизированная группа	13 гв.
064	1944-12-01	ДА	2 УФ	Конно-механизированная группа	1813 сап
064	1944-12-01	ДА	2 УФ	Конно-механизированная группа	6 гв. оиптдн
064	1944-12-01	ДА	2 УФ	Конно-механизированная группа	11 гв. мп
064	1944-12-01	ДА	2 УФ	Конно-механизированная группа	4 гв. мк 
064	1944-12-01	ДА	2 УФ	Конно-механизированная группа	13 гв. мехбр
064	1944-12-01	ДА	2 УФ	Конно-механизированная группа	14 гв. мехбр
064	1944-12-01	ДА	2 УФ	Конно-механизированная группа	15 гв. мехбр
064	1944-12-01	ДА	2 УФ	Конно-механизированная группа	292 гв. сап
064	1944-12-01	ДА	2 УФ	Конно-механизированная группа	62 мцб
064	1944-12-01	ДА	2 УФ	Конно-механизированная группа	527 минп
064	1944-12-01	ДА	2 УФ	Конно-механизированная группа	740 зенап
065	1944-12-01	ДА	2 УФ	5 воздушная армия
065	1944-12-01	ДА	2 УФ	5 воздушная армия	3 гв. шак
065	1944-12-01	ДА	2 УФ	5 воздушная армия	7 гв. шад
065	1944-12-01	ДА	2 УФ	5 воздушная армия	12 гв. шад
065	1944-12-01	ДА	2 УФ	5 воздушная армия	5 шак 
065	1944-12-01	ДА	2 УФ	5 воздушная армия	4 гв.
065	1944-12-01	ДА	2 УФ	5 воздушная армия	331 иад
065	1944-12-01	ДА	2 УФ	5 воздушная армия	3 гв. иак 
065	1944-12-01	ДА	2 УФ	5 воздушная армия	13 гв. иад
065	1944-12-01	ДА	2 УФ	5 воздушная армия	14 гв. иад
065	1944-12-01	ДА	2 УФ	5 воздушная армия	6 гв.
065	1944-12-01	ДА	2 УФ	5 воздушная армия	312 нбад
065	1944-12-01	ДА	2 УФ	5 воздушная армия	207 крап
065	1944-12-01	ДА	2 УФ	5 воздушная армия	714 оапс
066	1944-12-01	ДА	2 УФ	18 гв. ск
066	1944-12-01	ДА	2 УФ	66 гв.
066	1944-12-01	ДА	2 УФ	297 сд
066	1944-12-01	ДА	2 УФ	11 иптабр
066	1944-12-01	ДА	2 УФ	22 иптабр
066	1944-12-01	ДА	2 УФ	31 иптабр
066	1944-12-01	ДА	2 УФ	47 гв. мп
066	1944-12-01	ДА	2 УФ	48 гв. мп
066	1944-12-01	ДА	2 УФ	57 гв. мп
066	1944-12-01	ДА	2 УФ	66 гв. мп
066	1944-12-01	ДА	2 УФ	80 гв. мп
066	1944-12-01	ДА	2 УФ	302 гв. мп
066	1944-12-01	ДА	2 УФ	309 гв. мп
066	1944-12-01	ДА	2 УФ	324 гв. мп
066	1944-12-01	ДА	2 УФ	328 гв. мп
066	1944-12-01	ДА	2 УФ	1361 зенап
066	1944-12-01	ДА	2 УФ	1367 зенап
066	1944-12-01	ДА	2 УФ	1373 зенап
066	1944-12-01	ДА	2 УФ	1375 зенап
066	1944-12-01	ДА	2 УФ	225 гв.
066	1944-12-01	ДА	2 УФ	272 гв.
066	1944-12-01	ДА	2 УФ	1651 зенап
066	1944-12-01	ДА	2 УФ	23 тк 
066	1944-12-01	ДА	2 УФ	3 тбр
066	1944-12-01	ДА	2 УФ	39 тбр
066	1944-12-01	ДА	2 УФ	135 тбр
066	1944-12-01	ДА	2 УФ	1443 сап
066	1944-12-01	ДА	2 УФ	1669 лап
066	1944-12-01	ДА	2 УФ	457 минп
066	1944-12-01	ДА	2 УФ	1697 зенап
066	1944-12-01	ДА	2 УФ	1458 сап
066	1944-12-01	ДА	2 УФ	25 одн брп
066	1944-12-01	ДА	2 УФ	61 одн брп
066	1944-12-01	ДА	2 УФ	85 санап
066	1944-12-01	ДА	2 УФ	1001 санап
066	1944-12-01	ДА	2 УФ	5 горн. исбр
066	1944-12-01	ДА	2 УФ	27 мибр
066	1944-12-01	ДА	2 УФ	2 пмбр
066	1944-12-01	ДА	2 УФ	61 оиб
066	1944-12-01	ДА	2 УФ	72 оиб
067	1944-12-01	ДА	3 УФ
067	1944-12-01	ДА	3 УФ	4 гвардейская армия
067	1944-12-01	ДА	3 УФ	4 гвардейская армия	20 гв. ск
067	1944-12-01	ДА	3 УФ	4 гвардейская армия	5 гв. вдд
067	1944-12-01	ДА	3 УФ	4 гвардейская армия	7 гв. вдд
067	1944-12-01	ДА	3 УФ	4 гвардейская армия	84 сд
067	1944-12-01	ДА	3 УФ	4 гвардейская армия	21 гв. ск 
067	1944-12-01	ДА	3 УФ	4 гвардейская армия	41 гв.
067	1944-12-01	ДА	3 УФ	4 гвардейская армия	62 гв.
067	1944-12-01	ДА	3 УФ	4 гвардейская армия	69 гв.
067	1944-12-01	ДА	3 УФ	4 гвардейская армия	31 гв. ск 
067	1944-12-01	ДА	3 УФ	4 гвардейская армия	4 гв. сд
067	1944-12-01	ДА	3 УФ	4 гвардейская армия	34 гв. сд
067	1944-12-01	ДА	3 УФ	4 гвардейская армия	40 гв. сд
067	1944-12-01	ДА	3 УФ	4 гвардейская армия	123 пабр
067	1944-12-01	ДА	3 УФ	4 гвардейская армия	466 минп
067	1944-12-01	ДА	3 УФ	4 гвардейская армия	1335 зенап
067	1944-12-01	ДА	3 УФ	4 гвардейская армия	1341 зенап
067	1944-12-01	ДА	3 УФ	4 гвардейская армия	1347 зенап
067	1944-12-01	ДА	3 УФ	4 гвардейская армия	1353 зенап
067	1944-12-01	ДА	3 УФ	4 гвардейская армия	56 исбр
068	1944-12-01	ДА	3 УФ	37 армия
068	1944-12-01	ДА	3 УФ	37 армия	34 ск
068	1944-12-01	ДА	3 УФ	37 армия	259 сд
068	1944-12-01	ДА	3 УФ	37 армия	353 сд
068	1944-12-01	ДА	3 УФ	37 армия	394 сд
068	1944-12-01	ДА	3 УФ	37 армия	66 ск 
068	1944-12-01	ДА	3 УФ	37 армия	195 сд
068	1944-12-01	ДА	3 УФ	37 армия	244 сд
068	1944-12-01	ДА	3 УФ	37 армия	333 сд
068	1944-12-01	ДА	3 УФ	37 армия	82 ск 
068	1944-12-01	ДА	3 УФ	37 армия	28 гв.
068	1944-12-01	ДА	3 УФ	37 армия	92 гв.
068	1944-12-01	ДА	3 УФ	37 армия	46 гв. пабр
068	1944-12-01	ДА	3 УФ	37 армия	562 минп
068	1944-12-01	ДА	3 УФ	37 армия	8 исбр
069	1944-12-01	ДА	3 УФ	57 армия
069	1944-12-01	ДА	3 УФ	57 армия	6 гв. ск
069	1944-12-01	ДА	3 УФ	57 армия	10 гв. вдд
069	1944-12-01	ДА	3 УФ	57 армия	61 гв. сд
069	1944-12-01	ДА	3 УФ	57 армия	64 ск 
069	1944-12-01	ДА	3 УФ	57 армия	73 гв.
069	1944-12-01	ДА	3 УФ	57 армия	113 сд
069	1944-12-01	ДА	3 УФ	57 армия	75 ск 
069	1944-12-01	ДА	3 УФ	57 армия	74 сд
069	1944-12-01	ДА	3 УФ	57 армия	233 сд
069	1944-12-01	ДА	3 УФ	57 армия	236 сд
069	1944-12-01	ДА	3 УФ	57 армия	160 пабр
069	1944-12-01	ДА	3 УФ	57 армия	374 иптап
069	1944-12-01	ДА	3 УФ	57 армия	71 зенап
069	1944-12-01	ДА	3 УФ	57 армия	65 исбр
070	1944-12-01	ДА	3 УФ	17 воздушная армия
070	1944-12-01	ДА	3 УФ	17 воздушная армия	10 шак
070	1944-12-01	ДА	3 УФ	17 воздушная армия	136 шад
070	1944-12-01	ДА	3 УФ	17 воздушная армия	189 шад
070	1944-12-01	ДА	3 УФ	17 воздушная армия	306 шад
070	1944-12-01	ДА	3 УФ	17 воздушная армия	10 гв. шад
070	1944-12-01	ДА	3 УФ	17 воздушная армия	236 иад
070	1944-12-01	ДА	3 УФ	17 воздушная армия	288 иад
070	1944-12-01	ДА	3 УФ	17 воздушная армия	295 иад
070	1944-12-01	ДА	3 УФ	17 воздушная армия	39 рап
070	1944-12-01	ДА	3 УФ	17 воздушная армия	371 нбап
070	1944-12-01	ДА	3 УФ	17 воздушная армия	282 оапс
071	1944-12-01	ДА	3 УФ	68 ск
071	1944-12-01	ДА	3 УФ	52 сд
071	1944-12-01	ДА	3 УФ	93 сд
071	1944-12-01	ДА	3 УФ	223 сд
071	1944-12-01	ДА	3 УФ	88 брмп
071	1944-12-01	ДА	3 УФ	255 брмп
071	1944-12-01	ДА	3 УФ	11 гв.
071	1944-12-01	ДА	3 УФ	12 гв.
071	1944-12-01	ДА	3 УФ	1896 сап
071	1944-12-01	ДА	3 УФ	5 гв. оиптдн
071	1944-12-01	ДА	3 УФ	9 гв. мп
071	1944-12-01	ДА	3 УФ	1 гв. УР
071	1944-12-01	ДА	3 УФ	9 адп 
071	1944-12-01	ДА	3 УФ	26 лабр
071	1944-12-01	ДА	3 УФ	115 пабр
071	1944-12-01	ДА	3 УФ	113 габр БМ
071	1944-12-01	ДА	3 УФ	506 кпап
071	1944-12-01	ДА	3 УФ	274 гап
071	1944-12-01	ДА	3 УФ	9 иптабр
071	1944-12-01	ДА	3 УФ	10 иптабр
071	1944-12-01	ДА	3 УФ	42 иптабр
071	1944-12-01	ДА	3 УФ	49 иптабр
071	1944-12-01	ДА	3 УФ	595 иптап
071	1944-12-01	ДА	3 УФ	1312 иптап
071	1944-12-01	ДА	3 УФ	23 минбр
071	1944-12-01	ДА	3 УФ	25 гв. мп
071	1944-12-01	ДА	3 УФ	35 гв. мп
071	1944-12-01	ДА	3 УФ	45 гв. мп
071	1944-12-01	ДА	3 УФ	51 гв. мп
071	1944-12-01	ДА	3 УФ	58 гв. мп
071	1944-12-01	ДА	3 УФ	61 гв. мп
071	1944-12-01	ДА	3 УФ	87 гв. мп
071	1944-12-01	ДА	3 УФ	301 гв. мп
071	1944-12-01	ДА	3 УФ	315 гв. мп
071	1944-12-01	ДА	3 УФ	1084 зенап
071	1944-12-01	ДА	3 УФ	1089 зенап
071	1944-12-01	ДА	3 УФ	1114 зенап
071	1944-12-01	ДА	3 УФ	1118 зенап
071	1944-12-01	ДА	3 УФ	4 зенад 
071	1944-12-01	ДА	3 УФ	253 гв.
071	1944-12-01	ДА	3 УФ	254 гв.
071	1944-12-01	ДА	3 УФ	268 гв.
071	1944-12-01	ДА	3 УФ	35 зенад 
071	1944-12-01	ДА	3 УФ	772 зенап
071	1944-12-01	ДА	3 УФ	1390 зенап
071	1944-12-01	ДА	3 УФ	1396 зенап
071	1944-12-01	ДА	3 УФ	1398 зенап
071	1944-12-01	ДА	3 УФ	258 гв.
071	1944-12-01	ДА	3 УФ	271 гв.
071	1944-12-01	ДА	3 УФ	247 зенап
071	1944-12-01	ДА	3 УФ	303 зенап
071	1944-12-01	ДА	3 УФ	470 зенап
071	1944-12-01	ДА	3 УФ	579 зенап
071	1944-12-01	ДА	3 УФ	626 зенап
071	1944-12-01	ДА	3 УФ	1384 зенап
071	1944-12-01	ДА	3 УФ	1474 зенап
071	1944-12-01	ДА	3 УФ	139 озадн
071	1944-12-01	ДА	3 УФ	7 мк 
071	1944-12-01	ДА	3 УФ	16 мехбр
071	1944-12-01	ДА	3 УФ	63 мехбр
071	1944-12-01	ДА	3 УФ	64 мехбр
071	1944-12-01	ДА	3 УФ	78 гв. тп
071	1944-12-01	ДА	3 УФ	1440 сап
071	1944-12-01	ДА	3 УФ	109 иптап
071	1944-12-01	ДА	3 УФ	40 гв. мдн
071	1944-12-01	ДА	3 УФ	18 тк 
071	1944-12-01	ДА	3 УФ	110 тбр
071	1944-12-01	ДА	3 УФ	170 тбр
071	1944-12-01	ДА	3 УФ	181 тбр
071	1944-12-01	ДА	3 УФ	363 гв. тсап
071	1944-12-01	ДА	3 УФ	78 мцб
071	1944-12-01	ДА	3 УФ	1000 иптап
071	1944-12-01	ДА	3 УФ	106 гв. мдн
071	1944-12-01	ДА	3 УФ	96 тбр
071	1944-12-01	ДА	3 УФ	249 отп
071	1944-12-01	ДА	3 УФ	398 гв. тсап
071	1944-12-01	ДА	3 УФ	1201 сап
071	1944-12-01	ДА	3 УФ	1202 сап
071	1944-12-01	ДА	3 УФ	1891 сап
071	1944-12-01	ДА	3 УФ	3 гв.
071	1944-12-01	ДА	3 УФ	67 мцб
071	1944-12-01	ДА	3 УФ	11 шисбр
071	1944-12-01	ДА	3 УФ	12 шисбр
071	1944-12-01	ДА	3 УФ	5 пмбр
071	1944-12-01	ДА	3 УФ	6 пмп
071	1944-12-01	ДА	3 УФ	76 оиб
071	1944-12-01	ДА	3 УФ	5 ооб
071	1944-12-01	ДА	3 УФ	23 ооб
071	1944-12-01	ДА	3 УФ	24 ооб
071	1944-12-01	ДА	3 УФ	30 ооб
072	1944-12-01	ДА	4 УФ
072	1944-12-01	ДА	4 УФ	1 гвардейская армия
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	3 гск
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	128 гв.
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	318 гсд
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	11 ск 
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	30 сд
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	276 сд
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	107 ск 
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	129 гв.
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	167 сд
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	226 сд
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	271 сд
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	24 гв. пабр
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	839 гап
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	4 гв.
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	317 гв.
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	1646 иптап
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	196 горно
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	494 горно
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	496 горно
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	525 минп
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	618 минп
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	1067 зенап
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	1356 зенап
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	1362 зенап
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	1368 зенап
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	95 озадн
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	31 гв. тбр
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	713 сап
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	1498 сап
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	6 горн.
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	15 шисбр
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	9 ооб
072	1944-12-01	ДА	4 УФ	1 гвардейская армия	26 ооб
073	1944-12-01	ДА	4 УФ	18 армия
073	1944-12-01	ДА	4 УФ	18 армия	17 гв. ск
073	1944-12-01	ДА	4 УФ	18 армия	8 сд
073	1944-12-01	ДА	4 УФ	18 армия	138 сд
073	1944-12-01	ДА	4 УФ	18 армия	95 ск 
073	1944-12-01	ДА	4 УФ	18 армия	24 сд
073	1944-12-01	ДА	4 УФ	18 армия	351 сд
073	1944-12-01	ДА	4 УФ	18 армия	2 гв. вдд
073	1944-12-01	ДА	4 УФ	18 армия	146 пабр
073	1944-12-01	ДА	4 УФ	18 армия	294 гв.
073	1944-12-01	ДА	4 УФ	18 армия	1642 иптап
073	1944-12-01	ДА	4 УФ	18 армия	1672 иптап
073	1944-12-01	ДА	4 УФ	18 армия	197 горно
073	1944-12-01	ДА	4 УФ	18 армия	253 горно
073	1944-12-01	ДА	4 УФ	18 армия	477 горно
073	1944-12-01	ДА	4 УФ	18 армия	76 зенад 
073	1944-12-01	ДА	4 УФ	18 армия	223 зенап
073	1944-12-01	ДА	4 УФ	18 армия	416 зенап
073	1944-12-01	ДА	4 УФ	18 армия	447 зенап
073	1944-12-01	ДА	4 УФ	18 армия	591 зенап
073	1944-12-01	ДА	4 УФ	18 армия	1485 зенап
073	1944-12-01	ДА	4 УФ	18 армия	5 гв. тбр
073	1944-12-01	ДА	4 УФ	18 армия	875 сап
073	1944-12-01	ДА	4 УФ	18 армия	1666 сап
073	1944-12-01	ДА	4 УФ	18 армия	4 горн.
073	1944-12-01	ДА	4 УФ	18 армия	897 осапб
073	1944-12-01	ДА	4 УФ	18 армия	179 орро
073	1944-12-01	ДА	4 УФ	18 армия	180 орро
074	1944-12-01	ДА	4 УФ	38 армия
074	1944-12-01	ДА	4 УФ	38 армия	52 ск
074	1944-12-01	ДА	4 УФ	38 армия	121 сд
074	1944-12-01	ДА	4 УФ	38 армия	140 сд
074	1944-12-01	ДА	4 УФ	38 армия	340 сд
074	1944-12-01	ДА	4 УФ	38 армия	67 ск 
074	1944-12-01	ДА	4 УФ	38 армия	241 сд
074	1944-12-01	ДА	4 УФ	38 армия	305 сд
074	1944-12-01	ДА	4 УФ	38 армия	101 ск 
074	1944-12-01	ДА	4 УФ	38 армия	70 гв.
074	1944-12-01	ДА	4 УФ	38 армия	183 сд
074	1944-12-01	ДА	4 УФ	38 армия	211 сд
074	1944-12-01	ДА	4 УФ	38 армия	135 пабр
074	1944-12-01	ДА	4 УФ	38 армия	491 минп
074	1944-12-01	ДА	4 УФ	38 армия	12 гв. отп
074	1944-12-01	ДА	4 УФ	38 армия	39 исбр
075	1944-12-01	ДА	4 УФ	8 воздушная армия
075	1944-12-01	ДА	4 УФ	8 воздушная армия	8 шак
075	1944-12-01	ДА	4 УФ	8 воздушная армия	224 шад
075	1944-12-01	ДА	4 УФ	8 воздушная армия	227 шад
075	1944-12-01	ДА	4 УФ	8 воздушная армия	10 иак 
075	1944-12-01	ДА	4 УФ	8 воздушная армия	10 гв. иад
075	1944-12-01	ДА	4 УФ	8 воздушная армия	15 гв. иад
075	1944-12-01	ДА	4 УФ	8 воздушная армия	8 рап
075	1944-12-01	ДА	4 УФ	8 воздушная армия	678 трап
076	1944-12-01	ДА	4 УФ	144 минп
076	1944-12-01	ДА	4 УФ	276 минп
076	1944-12-01	ДА	4 УФ	281 минп
076	1944-12-01	ДА	4 УФ	5 гв. мп
076	1944-12-01	ДА	4 УФ	16 гв. мп
076	1944-12-01	ДА	4 УФ	96 гв. мп
076	1944-12-01	ДА	4 УФ	329 гв. мп
076	1944-12-01	ДА	4 УФ	3 горно
076	1944-12-01	ДА	4 УФ	3 овпдаан
076	1944-12-01	ДА	4 УФ	33 одн брп
076	1944-12-01	ДА	4 УФ	46 одн брп
076	1944-12-01	ДА	4 УФ	6 пмб
076	1944-12-01	ДА	4 УФ	50 пмб
077	1944-12-01	ДА	ОА
077	1944-12-01	ДА	ОА	14 армия
077	1944-12-01	ДА	ОА	14 армия	31 ск
077	1944-12-01	ДА	ОА	14 армия	83 сд
077	1944-12-01	ДА	ОА	14 армия	114 сд
077	1944-12-01	ДА	ОА	14 армия	367 сд
077	1944-12-01	ДА	ОА	14 армия	131 ск 
077	1944-12-01	ДА	ОА	14 армия	45 сд
077	1944-12-01	ДА	ОА	14 армия	67 сд
077	1944-12-01	ДА	ОА	14 армия	341 сд
077	1944-12-01	ДА	ОА	14 армия	368 сд
077	1944-12-01	ДА	ОА	14 армия	21 сд
077	1944-12-01	ДА	ОА	14 армия	149 кпап
077	1944-12-01	ДА	ОА	14 армия	633 кпап
077	1944-12-01	ДА	ОА	14 армия	1066 кпап
077	1944-12-01	ДА	ОА	14 армия	173 минп
077	1944-12-01	ДА	ОА	14 армия	482 минп
077	1944-12-01	ДА	ОА	14 армия	619 минп
077	1944-12-01	ДА	ОА	14 армия	620 минп
077	1944-12-01	ДА	ОА	14 армия	44 гв. мп
077	1944-12-01	ДА	ОА	14 армия	1407 зенап
077	1944-12-01	ДА	ОА	14 армия	1411 зенап
077	1944-12-01	ДА	ОА	14 армия	1415 зенап
077	1944-12-01	ДА	ОА	14 армия	1527 зенап
077	1944-12-01	ДА	ОА	14 армия	1006 зенап
077	1944-12-01	ДА	ОА	14 армия	487 озадн
077	1944-12-01	ДА	ОА	14 армия	73 гв.
077	1944-12-01	ДА	ОА	14 армия	339 гв. тсап
077	1944-12-01	ДА	ОА	14 армия	7 одн брп
077	1944-12-01	ДА	ОА	14 армия	261 шад
077	1944-12-01	ДА	ОА	14 армия	1 мибр
077	1944-12-01	ДА	ОА	14 армия	170 оиб
077	1944-12-01	ДА	ОА	14 армия	279 оиб
078	1944-12-01	ДА	АДД РА
078	1944-12-01	ДА	АДД РА	1 гв. ак
078	1944-12-01	ДА	АДД РА	1 гв. ад ДД
078	1944-12-01	ДА	АДД РА	6 гв. ад ДД
078	1944-12-01	ДА	АДД РА	2 гв. ак 
078	1944-12-01	ДА	АДД РА	2 гв. ад ДД
078	1944-12-01	ДА	АДД РА	8 гв. ад ДД
078	1944-12-01	ДА	АДД РА	3 гв. ак 
078	1944-12-01	ДА	АДД РА	3 гв. ад ДД
078	1944-12-01	ДА	АДД РА	7 гв. ад ДД
078	1944-12-01	ДА	АДД РА	4 гв. ак 
078	1944-12-01	ДА	АДД РА	4 гв. ад ДД
078	1944-12-01	ДА	АДД РА	5 гв. ад ДД
078	1944-12-01	ДА	АДД РА	5 ак 
078	1944-12-01	ДА	АДД РА	53 ад ДД
078	1944-12-01	ДА	АДД РА	54 ад ДД
078	1944-12-01	ДА	АДД РА	6 ак 
078	1944-12-01	ДА	АДД РА	9 гв.
078	1944-12-01	ДА	АДД РА	7 ак 
078	1944-12-01	ДА	АДД РА	1 ад ДД
078	1944-12-01	ДА	АДД РА	12 ад ДД
078	1944-12-01	ДА	АДД РА	8 ак 
078	1944-12-01	ДА	АДД РА	36 ад ДД
078	1944-12-01	ДА	АДД РА	48 ад ДД
078	1944-12-01	ДА	АДД РА	56 ад ДД
079	1944-12-01	ПВО
079	1944-12-01	ПВО	ПВО страны
079	1944-12-01	ПВО	ПВО страны	Северный фронт ПВО
079	1944-12-01	ПВО	ПВО страны	Северный фронт ПВО	122 иад
079	1944-12-01	ПВО	ПВО страны	Северный фронт ПВО	767 иап
079	1944-12-01	ПВО	ПВО страны	Северный фронт ПВО	768 иап
