001	1944-09-01	ДА
001	1944-09-01	ДА	КаоФ
001	1944-09-01	ДА	КаоФ	7 армия
065	1944-09-01	ДА	1 УФ	3 гвардейская танковая армия	19 мибр
065	1944-09-01	ДА	1 УФ	3 гвардейская танковая армия	126 пмб
066	1944-09-01	ДА	1 УФ	4 танковая армия
066	1944-09-01	ДА	1 УФ	4 танковая армия	6 гв. мк
066	1944-09-01	ДА	1 УФ	4 танковая армия	16 гв.
066	1944-09-01	ДА	1 УФ	4 танковая армия	17 гв.
066	1944-09-01	ДА	1 УФ	4 танковая армия	29 отп
066	1944-09-01	ДА	1 УФ	4 танковая армия	56 отп
066	1944-09-01	ДА	1 УФ	4 танковая армия	95 мцб
066	1944-09-01	ДА	1 УФ	4 танковая армия	740 оиптдн
066	1944-09-01	ДА	1 УФ	4 танковая армия	52 гв. мдн
066	1944-09-01	ДА	1 УФ	4 танковая армия	10 гв. тк 
066	1944-09-01	ДА	1 УФ	4 танковая армия	61 гв. тбр
066	1944-09-01	ДА	1 УФ	4 танковая армия	62 гв. тбр
066	1944-09-01	ДА	1 УФ	4 танковая армия	63 гв. тбр
066	1944-09-01	ДА	1 УФ	4 танковая армия	356 гв. сап
066	1944-09-01	ДА	1 УФ	4 танковая армия	357 гв. иптап
066	1944-09-01	ДА	1 УФ	4 танковая армия	299 гв. минп
066	1944-09-01	ДА	1 УФ	4 танковая армия	359 гв. зенап
066	1944-09-01	ДА	1 УФ	4 танковая армия	22 сабр
066	1944-09-01	ДА	1 УФ	4 танковая армия	374 гв. тсап
066	1944-09-01	ДА	1 УФ	4 танковая армия	189 оапс
066	1944-09-01	ДА	1 УФ	4 танковая армия	20 мибр
067	1944-09-01	ДА	1 УФ	2 воздушная армия
067	1944-09-01	ДА	1 УФ	2 воздушная армия	2 гв. бак
067	1944-09-01	ДА	1 УФ	2 воздушная армия	1 гв.
067	1944-09-01	ДА	1 УФ	2 воздушная армия	8 гв.
067	1944-09-01	ДА	1 УФ	2 воздушная армия	4 бак 
067	1944-09-01	ДА	1 УФ	2 воздушная армия	202 бад
067	1944-09-01	ДА	1 УФ	2 воздушная армия	219 бад
067	1944-09-01	ДА	1 УФ	2 воздушная армия	1 гв. сак 
067	1944-09-01	ДА	1 УФ	2 воздушная армия	5 гв. шад
067	1944-09-01	ДА	1 УФ	2 воздушная армия	6 гв. шад
067	1944-09-01	ДА	1 УФ	2 воздушная армия	1 гв. шак 
067	1944-09-01	ДА	1 УФ	2 воздушная армия	8 гв. шад
067	1944-09-01	ДА	1 УФ	2 воздушная армия	9 гв. шад
067	1944-09-01	ДА	1 УФ	2 воздушная армия	5 шак 
067	1944-09-01	ДА	1 УФ	2 воздушная армия	4 гв.
067	1944-09-01	ДА	1 УФ	2 воздушная армия	331 иад
067	1944-09-01	ДА	1 УФ	2 воздушная армия	5 иак 
067	1944-09-01	ДА	1 УФ	2 воздушная армия	7 иак 
067	1944-09-01	ДА	1 УФ	2 воздушная армия	9 гв.
067	1944-09-01	ДА	1 УФ	2 воздушная армия	304 иад
067	1944-09-01	ДА	1 УФ	2 воздушная армия	208 нбад
067	1944-09-01	ДА	1 УФ	2 воздушная армия	193 гв. рап
068	1944-09-01	ДА	1 УФ	74 ск
068	1944-09-01	ДА	1 УФ	127 сд
068	1944-09-01	ДА	1 УФ	147 сд
068	1944-09-01	ДА	1 УФ	395 сд
068	1944-09-01	ДА	1 УФ	1 гв. кк 
068	1944-09-01	ДА	1 УФ	1 гв. кд
068	1944-09-01	ДА	1 УФ	2 гв. кд
068	1944-09-01	ДА	1 УФ	7 гв. кд
068	1944-09-01	ДА	1 УФ	143 гв. иптап
068	1944-09-01	ДА	1 УФ	1 гв. оиптдн
068	1944-09-01	ДА	1 УФ	319 зенап
068	1944-09-01	ДА	1 УФ	7 акп
068	1944-09-01	ДА	1 УФ	37 иптабр
068	1944-09-01	ДА	1 УФ	3 гв. мд 
068	1944-09-01	ДА	1 УФ	18 гв. мбр
068	1944-09-01	ДА	1 УФ	32 гв. мбр
068	1944-09-01	ДА	1 УФ	23 гв. мп
068	1944-09-01	ДА	1 УФ	36 гв. мп
068	1944-09-01	ДА	1 УФ	65 гв. мп
068	1944-09-01	ДА	1 УФ	83 гв. мп
068	1944-09-01	ДА	1 УФ	98 гв. мп
068	1944-09-01	ДА	1 УФ	323 гв. мп
068	1944-09-01	ДА	1 УФ	1400 зенап
068	1944-09-01	ДА	1 УФ	1404 зенап
068	1944-09-01	ДА	1 УФ	1408 зенап
068	1944-09-01	ДА	1 УФ	1412 зенап
068	1944-09-01	ДА	1 УФ	68 зенад 
068	1944-09-01	ДА	1 УФ	1995 зенап
068	1944-09-01	ДА	1 УФ	1999 зенап
068	1944-09-01	ДА	1 УФ	2003 зенап
068	1944-09-01	ДА	1 УФ	2007 зенап
068	1944-09-01	ДА	1 УФ	1288 зенап
068	1944-09-01	ДА	1 УФ	31 гв.
068	1944-09-01	ДА	1 УФ	4 гв. тк 
068	1944-09-01	ДА	1 УФ	12 гв. тбр
068	1944-09-01	ДА	1 УФ	13 гв. тбр
068	1944-09-01	ДА	1 УФ	14 гв. тбр
068	1944-09-01	ДА	1 УФ	76 мцб
068	1944-09-01	ДА	1 УФ	752 оиптдн
068	1944-09-01	ДА	1 УФ	240 гв. мдн
068	1944-09-01	ДА	1 УФ	25 тк 
068	1944-09-01	ДА	1 УФ	111 тбр
068	1944-09-01	ДА	1 УФ	162 тбр
068	1944-09-01	ДА	1 УФ	175 тбр
068	1944-09-01	ДА	1 УФ	1253 сап
068	1944-09-01	ДА	1 УФ	1451 сап
068	1944-09-01	ДА	1 УФ	1497 иптап
068	1944-09-01	ДА	1 УФ	459 минп
068	1944-09-01	ДА	1 УФ	1702 зенап
068	1944-09-01	ДА	1 УФ	31 тк 
068	1944-09-01	ДА	1 УФ	100 тбр
068	1944-09-01	ДА	1 УФ	237 тбр
068	1944-09-01	ДА	1 УФ	242 тбр
068	1944-09-01	ДА	1 УФ	367 гв. тсап
068	1944-09-01	ДА	1 УФ	98 мцб
068	1944-09-01	ДА	1 УФ	617 минп
068	1944-09-01	ДА	1 УФ	1885 зенап
068	1944-09-01	ДА	1 УФ	1024 сап
068	1944-09-01	ДА	1 УФ	4 санап
068	1944-09-01	ДА	1 УФ	1002 оапс
068	1944-09-01	ДА	1 УФ	42 мибр
068	1944-09-01	ДА	1 УФ	3 пмбр
068	1944-09-01	ДА	1 УФ	6 пмбр
068	1944-09-01	ДА	1 УФ	20 пмб
068	1944-09-01	ДА	1 УФ	46 ооб
069	1944-09-01	ДА	2 УФ
069	1944-09-01	ДА	2 УФ	4 гвардейская армия
069	1944-09-01	ДА	2 УФ	4 гвардейская армия	20 гв. ск
069	1944-09-01	ДА	2 УФ	4 гвардейская армия	5 гв. вдд
069	1944-09-01	ДА	2 УФ	4 гвардейская армия	7 гв. вдд
069	1944-09-01	ДА	2 УФ	4 гвардейская армия	80 гв. сд
069	1944-09-01	ДА	2 УФ	4 гвардейская армия	78 ск 
069	1944-09-01	ДА	2 УФ	4 гвардейская армия	31 сд
069	1944-09-01	ДА	2 УФ	4 гвардейская армия	84 сд
069	1944-09-01	ДА	2 УФ	4 гвардейская армия	252 сд
069	1944-09-01	ДА	2 УФ	4 гвардейская армия	123 пабр
069	1944-09-01	ДА	2 УФ	4 гвардейская армия	452 иптап
069	1944-09-01	ДА	2 УФ	4 гвардейская армия	1322 иптап
069	1944-09-01	ДА	2 УФ	4 гвардейская армия	493 минп
069	1944-09-01	ДА	2 УФ	4 гвардейская армия	56 исбр
070	1944-09-01	ДА	2 УФ	7 гвардейская армия
070	1944-09-01	ДА	2 УФ	7 гвардейская армия	24 гв. ск
070	1944-09-01	ДА	2 УФ	7 гвардейская армия	72 гв.
070	1944-09-01	ДА	2 УФ	7 гвардейская армия	81 гв.
070	1944-09-01	ДА	2 УФ	7 гвардейская армия	25 гв. ск 
070	1944-09-01	ДА	2 УФ	7 гвардейская армия	6 гв. вдд
070	1944-09-01	ДА	2 УФ	7 гвардейская армия	53 сд
070	1944-09-01	ДА	2 УФ	7 гвардейская армия	227 сд
070	1944-09-01	ДА	2 УФ	7 гвардейская армия	41 гв. пабр
070	1944-09-01	ДА	2 УФ	7 гвардейская армия	115 гв. иптап
070	1944-09-01	ДА	2 УФ	7 гвардейская армия	290 минп
070	1944-09-01	ДА	2 УФ	7 гвардейская армия	670 зенап
070	1944-09-01	ДА	2 УФ	7 гвардейская армия	743 зенап
070	1944-09-01	ДА	2 УФ	7 гвардейская армия	1119 зенап
070	1944-09-01	ДА	2 УФ	7 гвардейская армия	1181 зенап
070	1944-09-01	ДА	2 УФ	7 гвардейская армия	38 одн брп
070	1944-09-01	ДА	2 УФ	7 гвардейская армия	60 исбр
070	1944-09-01	ДА	2 УФ	7 гвардейская армия	4 ооб
071	1944-09-01	ДА	2 УФ	27 армия
071	1944-09-01	ДА	2 УФ	27 армия	35 гв. ск
071	1944-09-01	ДА	2 УФ	27 армия	3 гв. вдд
071	1944-09-01	ДА	2 УФ	27 армия	180 сд
071	1944-09-01	ДА	2 УФ	27 армия	33 ск 
071	1944-09-01	ДА	2 УФ	27 армия	78 сд
071	1944-09-01	ДА	2 УФ	27 армия	202 сд
071	1944-09-01	ДА	2 УФ	27 армия	337 сд
071	1944-09-01	ДА	2 УФ	27 армия	104 ск 
071	1944-09-01	ДА	2 УФ	27 армия	4 гв. вдд
071	1944-09-01	ДА	2 УФ	27 армия	206 сд
071	1944-09-01	ДА	2 УФ	27 армия	11 ад 
071	1944-09-01	ДА	2 УФ	27 армия	31 лабр
071	1944-09-01	ДА	2 УФ	27 армия	40 габр
071	1944-09-01	ДА	2 УФ	27 армия	16 адп 
071	1944-09-01	ДА	2 УФ	27 армия	49 лабр
071	1944-09-01	ДА	2 УФ	27 армия	52 габр
071	1944-09-01	ДА	2 УФ	27 армия	109 габр БМ
071	1944-09-01	ДА	2 УФ	27 армия	27 пабр
071	1944-09-01	ДА	2 УФ	27 армия	34 иптабр
071	1944-09-01	ДА	2 УФ	27 армия	1669 иптап
071	1944-09-01	ДА	2 УФ	27 армия	492 минп
071	1944-09-01	ДА	2 УФ	27 армия	974 зенап
071	1944-09-01	ДА	2 УФ	27 армия	993 зенап
071	1944-09-01	ДА	2 УФ	27 армия	249 зенап
071	1944-09-01	ДА	2 УФ	27 армия	459 зенап
071	1944-09-01	ДА	2 УФ	27 армия	27 гв. тбр
071	1944-09-01	ДА	2 УФ	27 армия	14 шисбр
071	1944-09-01	ДА	2 УФ	27 армия	3 ооб
071	1944-09-01	ДА	2 УФ	27 армия	27 ооб
072	1944-09-01	ДА	2 УФ	40 армия
072	1944-09-01	ДА	2 УФ	40 армия	50 ск
072	1944-09-01	ДА	2 УФ	40 армия	133 сд
072	1944-09-01	ДА	2 УФ	40 армия	240 сд
072	1944-09-01	ДА	2 УФ	40 армия	51 ск 
072	1944-09-01	ДА	2 УФ	40 армия	42 гв.
072	1944-09-01	ДА	2 УФ	40 армия	232 сд
072	1944-09-01	ДА	2 УФ	40 армия	54 УР
072	1944-09-01	ДА	2 УФ	40 армия	159 УР
072	1944-09-01	ДА	2 УФ	40 армия	153 пабр
072	1944-09-01	ДА	2 УФ	40 армия	680 иптап
072	1944-09-01	ДА	2 УФ	40 армия	800 зенап 
072	1944-09-01	ДА	2 УФ	40 армия	981 зенап 
072	1944-09-01	ДА	2 УФ	40 армия	9 зенад
072	1944-09-01	ДА	2 УФ	40 армия	34 одн брп
072	1944-09-01	ДА	2 УФ	40 армия	4 исбр
072	1944-09-01	ДА	2 УФ	40 армия	21 ооб
073	1944-09-01	ДА	2 УФ	52 армия
073	1944-09-01	ДА	2 УФ	52 армия	21 гв. ск
073	1944-09-01	ДА	2 УФ	52 армия	62 гв.
073	1944-09-01	ДА	2 УФ	52 армия	69 гв.
073	1944-09-01	ДА	2 УФ	52 армия	48 ск 
073	1944-09-01	ДА	2 УФ	52 армия	50 сд
073	1944-09-01	ДА	2 УФ	52 армия	111 сд
073	1944-09-01	ДА	2 УФ	52 армия	213 сд
073	1944-09-01	ДА	2 УФ	52 армия	73 ск 
073	1944-09-01	ДА	2 УФ	52 армия	116 сд
073	1944-09-01	ДА	2 УФ	52 армия	294 сд
073	1944-09-01	ДА	2 УФ	52 армия	373 сд
073	1944-09-01	ДА	2 УФ	52 армия	145 пабр
073	1944-09-01	ДА	2 УФ	52 армия	2 иптабр
073	1944-09-01	ДА	2 УФ	52 армия	11 иптабр
073	1944-09-01	ДА	2 УФ	52 армия	301 иптап
073	1944-09-01	ДА	2 УФ	52 армия	38 зенад 
073	1944-09-01	ДА	2 УФ	52 армия	1401 зенап
073	1944-09-01	ДА	2 УФ	52 армия	1405 зенап
073	1944-09-01	ДА	2 УФ	52 армия	1409 зенап
073	1944-09-01	ДА	2 УФ	52 армия	1712 зенап
073	1944-09-01	ДА	2 УФ	52 армия	25 отп
073	1944-09-01	ДА	2 УФ	52 армия	1458 сап
073	1944-09-01	ДА	2 УФ	52 армия	58 исбр
074	1944-09-01	ДА	2 УФ	53 армия
074	1944-09-01	ДА	2 УФ	53 армия	49 ск
074	1944-09-01	ДА	2 УФ	53 армия	1 гв. вдд
074	1944-09-01	ДА	2 УФ	53 армия	375 сд
074	1944-09-01	ДА	2 УФ	53 армия	57 ск 
074	1944-09-01	ДА	2 УФ	53 армия	203 сд
074	1944-09-01	ДА	2 УФ	53 армия	228 сд
074	1944-09-01	ДА	2 УФ	53 армия	243 сд
074	1944-09-01	ДА	2 УФ	53 армия	75 ск 
074	1944-09-01	ДА	2 УФ	53 армия	74 сд
074	1944-09-01	ДА	2 УФ	53 армия	299 сд
074	1944-09-01	ДА	2 УФ	53 армия	233 сд
074	1944-09-01	ДА	2 УФ	53 армия	152 пабр
074	1944-09-01	ДА	2 УФ	53 армия	1316 иптап
074	1944-09-01	ДА	2 УФ	53 армия	54 исбр
075	1944-09-01	ДА	2 УФ	6 танковая армия
075	1944-09-01	ДА	2 УФ	6 танковая армия	5 гв. тк
075	1944-09-01	ДА	2 УФ	6 танковая армия	20 гв. тбр
075	1944-09-01	ДА	2 УФ	6 танковая армия	21 гв. тбр
075	1944-09-01	ДА	2 УФ	6 танковая армия	22 гв. тбр
075	1944-09-01	ДА	2 УФ	6 танковая армия	375 гв. тсап
075	1944-09-01	ДА	2 УФ	6 танковая армия	80 мцб
075	1944-09-01	ДА	2 УФ	6 танковая армия	454 минп
075	1944-09-01	ДА	2 УФ	6 танковая армия	1696 зенап
075	1944-09-01	ДА	2 УФ	6 танковая армия	5 мк 
075	1944-09-01	ДА	2 УФ	6 танковая армия	2 мехбр
075	1944-09-01	ДА	2 УФ	6 танковая армия	9 мехбр
075	1944-09-01	ДА	2 УФ	6 танковая армия	45 мехбр
075	1944-09-01	ДА	2 УФ	6 танковая армия	745 сап
075	1944-09-01	ДА	2 УФ	6 танковая армия	458 минп
075	1944-09-01	ДА	2 УФ	6 танковая армия	1700 зенап
075	1944-09-01	ДА	2 УФ	6 танковая армия	18 тк 
075	1944-09-01	ДА	2 УФ	6 танковая армия	110 тбр
075	1944-09-01	ДА	2 УФ	6 танковая армия	170 тбр
075	1944-09-01	ДА	2 УФ	6 танковая армия	181 тбр
075	1944-09-01	ДА	2 УФ	6 танковая армия	363 гв. тсап
075	1944-09-01	ДА	2 УФ	6 танковая армия	78 мцб
075	1944-09-01	ДА	2 УФ	6 танковая армия	292 минп
075	1944-09-01	ДА	2 УФ	6 танковая армия	1694 зенап
075	1944-09-01	ДА	2 УФ	6 танковая армия	49 гв.
075	1944-09-01	ДА	2 УФ	6 танковая армия	364 гв. тсап
075	1944-09-01	ДА	2 УФ	6 танковая армия	22 мибр
076	1944-09-01	ДА	2 УФ	5 воздушная армия
076	1944-09-01	ДА	2 УФ	5 воздушная армия	2 шак
076	1944-09-01	ДА	2 УФ	5 воздушная армия	7 гв.
076	1944-09-01	ДА	2 УФ	5 воздушная армия	3 гв. иак 
076	1944-09-01	ДА	2 УФ	5 воздушная армия	13 гв. иад
076	1944-09-01	ДА	2 УФ	5 воздушная армия	14 гв. иад
076	1944-09-01	ДА	2 УФ	5 воздушная армия	10 гв. шад
076	1944-09-01	ДА	2 УФ	5 воздушная армия	312 нбад
076	1944-09-01	ДА	2 УФ	5 воздушная армия	207 крап
076	1944-09-01	ДА	2 УФ	5 воздушная армия	714 оапс
077	1944-09-01	ДА	2 УФ	27 гв. ск
077	1944-09-01	ДА	2 УФ	214 сд
077	1944-09-01	ДА	2 УФ	297 сд
077	1944-09-01	ДА	2 УФ	409 сд
077	1944-09-01	ДА	2 УФ	303 сд
077	1944-09-01	ДА	2 УФ	9 гв.
077	1944-09-01	ДА	2 УФ	10 гв.
077	1944-09-01	ДА	2 УФ	128 тп
077	1944-09-01	ДА	2 УФ	134 тп
077	1944-09-01	ДА	2 УФ	151 тп
077	1944-09-01	ДА	2 УФ	152 гв. иптап
077	1944-09-01	ДА	2 УФ	68 гв. миндн
077	1944-09-01	ДА	2 УФ	255 зенап
077	1944-09-01	ДА	2 УФ	5 гв. кк 
077	1944-09-01	ДА	2 УФ	11 гв.
077	1944-09-01	ДА	2 УФ	12 гв.
077	1944-09-01	ДА	2 УФ	1896 сап
077	1944-09-01	ДА	2 УФ	5 гв. оиптдн
077	1944-09-01	ДА	2 УФ	72 гв. миндн
077	1944-09-01	ДА	2 УФ	6 гв. кк 
077	1944-09-01	ДА	2 УФ	8 гв.
077	1944-09-01	ДА	2 УФ	13 гв.
077	1944-09-01	ДА	2 УФ	1813 сап
077	1944-09-01	ДА	2 УФ	6 гв. оиптдн
077	1944-09-01	ДА	2 УФ	47 гв. миндн
077	1944-09-01	ДА	2 УФ	1 пд 
077	1944-09-01	ДА	2 УФ	1 пбр 
077	1944-09-01	ДА	2 УФ	5 гв. тадп 
077	1944-09-01	ДА	2 УФ	71 лабр
077	1944-09-01	ДА	2 УФ	67 габр
077	1944-09-01	ДА	2 УФ	18 гв. габр БМ
077	1944-09-01	ДА	2 УФ	98 тгабр
077	1944-09-01	ДА	2 УФ	22 иптабр
077	1944-09-01	ДА	2 УФ	24 иптабр
077	1944-09-01	ДА	2 УФ	6 гв. мд 
077	1944-09-01	ДА	2 УФ	8 гв. мбр
077	1944-09-01	ДА	2 УФ	27 гв. мбр
077	1944-09-01	ДА	2 УФ	33 гв. мбр
077	1944-09-01	ДА	2 УФ	17 гв. мп
077	1944-09-01	ДА	2 УФ	47 гв. мп
077	1944-09-01	ДА	2 УФ	48 гв. мп
077	1944-09-01	ДА	2 УФ	57 гв. мп
077	1944-09-01	ДА	2 УФ	66 гв. мп
077	1944-09-01	ДА	2 УФ	80 гв. мп
077	1944-09-01	ДА	2 УФ	97 гв. мп
077	1944-09-01	ДА	2 УФ	302 гв. мп
077	1944-09-01	ДА	2 УФ	309 гв. мп
077	1944-09-01	ДА	2 УФ	324 гв. мп
077	1944-09-01	ДА	2 УФ	328 гв. мп
077	1944-09-01	ДА	2 УФ	804 зенап
077	1944-09-01	ДА	2 УФ	976 зенап
077	1944-09-01	ДА	2 УФ	987 зенап
077	1944-09-01	ДА	2 УФ	996 зенап
077	1944-09-01	ДА	2 УФ	26 зенад 
077	1944-09-01	ДА	2 УФ	1352 зенап
077	1944-09-01	ДА	2 УФ	1357 зенап
077	1944-09-01	ДА	2 УФ	1363 зенап
077	1944-09-01	ДА	2 УФ	1369 зенап
077	1944-09-01	ДА	2 УФ	27 зенад 
077	1944-09-01	ДА	2 УФ	1354 зенап
077	1944-09-01	ДА	2 УФ	1358 зенап
077	1944-09-01	ДА	2 УФ	1364 зенап
077	1944-09-01	ДА	2 УФ	1370 зенап
077	1944-09-01	ДА	2 УФ	30 зенад 
077	1944-09-01	ДА	2 УФ	1361 зенап
077	1944-09-01	ДА	2 УФ	1367 зенап
077	1944-09-01	ДА	2 УФ	1373 зенап
077	1944-09-01	ДА	2 УФ	1375 зенап
077	1944-09-01	ДА	2 УФ	272 гв.
077	1944-09-01	ДА	2 УФ	622 зенап
077	1944-09-01	ДА	2 УФ	23 тк 
077	1944-09-01	ДА	2 УФ	3 тбр
077	1944-09-01	ДА	2 УФ	39 тбр
077	1944-09-01	ДА	2 УФ	135 тбр
077	1944-09-01	ДА	2 УФ	1443 сап
077	1944-09-01	ДА	2 УФ	1501 иптап
077	1944-09-01	ДА	2 УФ	442 гв. мдн
077	1944-09-01	ДА	2 УФ	25 одн брп
077	1944-09-01	ДА	2 УФ	61 одн брп
077	1944-09-01	ДА	2 УФ	85 санап
077	1944-09-01	ДА	2 УФ	1001 санап
077	1944-09-01	ДА	2 УФ	5 исбр
077	1944-09-01	ДА	2 УФ	1 пмбр
077	1944-09-01	ДА	2 УФ	2 пмбр
077	1944-09-01	ДА	2 УФ	61 оиб
077	1944-09-01	ДА	2 УФ	72 оиб
078	1944-09-01	ДА	3 УФ
078	1944-09-01	ДА	3 УФ	5 ударная армия
078	1944-09-01	ДА	3 УФ	5 ударная армия	26 гв. ск
078	1944-09-01	ДА	3 УФ	5 ударная армия	89 гв.
078	1944-09-01	ДА	3 УФ	5 ударная армия	94 гв.
078	1944-09-01	ДА	3 УФ	5 ударная армия	9 ск 
078	1944-09-01	ДА	3 УФ	5 ударная армия	230 сд
078	1944-09-01	ДА	3 УФ	5 ударная армия	248 сд
078	1944-09-01	ДА	3 УФ	5 ударная армия	301 сд
078	1944-09-01	ДА	3 УФ	5 ударная армия	32 ск 
078	1944-09-01	ДА	3 УФ	5 ударная армия	60 гв.
078	1944-09-01	ДА	3 УФ	5 ударная армия	416 сд
078	1944-09-01	ДА	3 УФ	5 ударная армия	44 гв. пабр
078	1944-09-01	ДА	3 УФ	5 ударная армия	489 минп
078	1944-09-01	ДА	3 УФ	5 ударная армия	61 исбр
079	1944-09-01	ДА	3 УФ	37 армия
079	1944-09-01	ДА	3 УФ	37 армия	6 гв. ск
079	1944-09-01	ДА	3 УФ	37 армия	10 гв. вдд
079	1944-09-01	ДА	3 УФ	37 армия	195 сд
079	1944-09-01	ДА	3 УФ	37 армия	66 ск 
079	1944-09-01	ДА	3 УФ	37 армия	61 гв.
079	1944-09-01	ДА	3 УФ	37 армия	333 сд
079	1944-09-01	ДА	3 УФ	37 армия	82 ск 
079	1944-09-01	ДА	3 УФ	37 армия	28 гв.
079	1944-09-01	ДА	3 УФ	37 армия	92 гв.
079	1944-09-01	ДА	3 УФ	37 армия	46 гв. пабр
079	1944-09-01	ДА	3 УФ	37 армия	152 гап
079	1944-09-01	ДА	3 УФ	37 армия	251 оиптдн
079	1944-09-01	ДА	3 УФ	37 армия	586 зенап
079	1944-09-01	ДА	3 УФ	37 армия	8 исбр
080	1944-09-01	ДА	3 УФ	46 армия
080	1944-09-01	ДА	3 УФ	46 армия	10 гв. ск
080	1944-09-01	ДА	3 УФ	46 армия	49 гв. сд
080	1944-09-01	ДА	3 УФ	46 армия	86 гв. сд
080	1944-09-01	ДА	3 УФ	46 армия	109 гв. сд
080	1944-09-01	ДА	3 УФ	46 армия	31 гв. ск 
080	1944-09-01	ДА	3 УФ	46 армия	4 гв. сд
080	1944-09-01	ДА	3 УФ	46 армия	34 гв. сд
080	1944-09-01	ДА	3 УФ	46 армия	40 гв. сд
080	1944-09-01	ДА	3 УФ	46 армия	37 ск 
080	1944-09-01	ДА	3 УФ	46 армия	59 гв.
080	1944-09-01	ДА	3 УФ	46 армия	108 гв.
080	1944-09-01	ДА	3 УФ	46 армия	45 гв. пабр
080	1944-09-01	ДА	3 УФ	46 армия	437 иптап
080	1944-09-01	ДА	3 УФ	46 армия	1312 иптап
080	1944-09-01	ДА	3 УФ	46 армия	1651 зенап
080	1944-09-01	ДА	3 УФ	46 армия	51 исбр
081	1944-09-01	ДА	3 УФ	57 армия
081	1944-09-01	ДА	3 УФ	57 армия	34 ск
081	1944-09-01	ДА	3 УФ	57 армия	259 сд
081	1944-09-01	ДА	3 УФ	57 армия	353 сд
081	1944-09-01	ДА	3 УФ	57 армия	394 сд
081	1944-09-01	ДА	3 УФ	57 армия	64 ск 
081	1944-09-01	ДА	3 УФ	57 армия	73 гв.
081	1944-09-01	ДА	3 УФ	57 армия	52 сд
081	1944-09-01	ДА	3 УФ	57 армия	68 ск 
081	1944-09-01	ДА	3 УФ	57 армия	93 сд
081	1944-09-01	ДА	3 УФ	57 армия	113 сд
081	1944-09-01	ДА	3 УФ	57 армия	223 сд
081	1944-09-01	ДА	3 УФ	57 армия	160 пабр
081	1944-09-01	ДА	3 УФ	57 армия	595 иптап
081	1944-09-01	ДА	3 УФ	57 армия	1008 иптап
081	1944-09-01	ДА	3 УФ	57 армия	71 зенап
081	1944-09-01	ДА	3 УФ	57 армия	96 тбр
081	1944-09-01	ДА	3 УФ	57 армия	65 исбр
082	1944-09-01	ДА	3 УФ	17 воздушная армия
082	1944-09-01	ДА	3 УФ	17 воздушная армия	9 сак
082	1944-09-01	ДА	3 УФ	17 воздушная армия	136 шад
082	1944-09-01	ДА	3 УФ	17 воздушная армия	306 шад
082	1944-09-01	ДА	3 УФ	17 воздушная армия	236 иад
082	1944-09-01	ДА	3 УФ	17 воздушная армия	288 иад
082	1944-09-01	ДА	3 УФ	17 воздушная армия	449 бап
082	1944-09-01	ДА	3 УФ	17 воздушная армия	96 крап
082	1944-09-01	ДА	3 УФ	17 воздушная армия	3 санап
082	1944-09-01	ДА	3 УФ	17 воздушная армия	282 оапс
083	1944-09-01	ДА	3 УФ	7 адп
083	1944-09-01	ДА	3 УФ	11 лабр
083	1944-09-01	ДА	3 УФ	17 пабр
083	1944-09-01	ДА	3 УФ	105 габр БМ
083	1944-09-01	ДА	3 УФ	9 адп 
083	1944-09-01	ДА	3 УФ	26 лабр
083	1944-09-01	ДА	3 УФ	115 пабр
083	1944-09-01	ДА	3 УФ	113 габр БМ
083	1944-09-01	ДА	3 УФ	506 кпап
083	1944-09-01	ДА	3 УФ	7 иптабр
083	1944-09-01	ДА	3 УФ	9 иптабр
083	1944-09-01	ДА	3 УФ	10 иптабр
083	1944-09-01	ДА	3 УФ	42 иптабр
083	1944-09-01	ДА	3 УФ	521 иптап
083	1944-09-01	ДА	3 УФ	1249 иптап
083	1944-09-01	ДА	3 УФ	28 гв. мбр
083	1944-09-01	ДА	3 УФ	29 гв. мбр
083	1944-09-01	ДА	3 УФ	35 гв. мп
083	1944-09-01	ДА	3 УФ	45 гв. мп
083	1944-09-01	ДА	3 УФ	51 гв. мп
083	1944-09-01	ДА	3 УФ	58 гв. мп
083	1944-09-01	ДА	3 УФ	61 гв. мп
083	1944-09-01	ДА	3 УФ	87 гв. мп
083	1944-09-01	ДА	3 УФ	301 гв. мп
083	1944-09-01	ДА	3 УФ	315 гв. мп
083	1944-09-01	ДА	3 УФ	1084 зенап
083	1944-09-01	ДА	3 УФ	1089 зенап
083	1944-09-01	ДА	3 УФ	1114 зенап
083	1944-09-01	ДА	3 УФ	1118 зенап
083	1944-09-01	ДА	3 УФ	4 зенад 
083	1944-09-01	ДА	3 УФ	253 гв.
083	1944-09-01	ДА	3 УФ	254 гв.
083	1944-09-01	ДА	3 УФ	268 гв.
083	1944-09-01	ДА	3 УФ	22 зенад 
083	1944-09-01	ДА	3 УФ	1335 зенап
083	1944-09-01	ДА	3 УФ	1341 зенап
083	1944-09-01	ДА	3 УФ	1347 зенап
083	1944-09-01	ДА	3 УФ	1353 зенап
083	1944-09-01	ДА	3 УФ	35 зенад 
083	1944-09-01	ДА	3 УФ	772 зенап
083	1944-09-01	ДА	3 УФ	1390 зенап
083	1944-09-01	ДА	3 УФ	1396 зенап
083	1944-09-01	ДА	3 УФ	1398 зенап
083	1944-09-01	ДА	3 УФ	258 гв.
083	1944-09-01	ДА	3 УФ	271 гв.
083	1944-09-01	ДА	3 УФ	247 зенап
